PLAYER_NAME,POINT_PER_GAME,ASSIST_PER_GAME
skip-harlicka,4.10,1.40
jerome-harmon,4.60,1.20
derek-harper,13.30,5.50
jared-harper,2.60,0.90
justin-harper,2.00,0.20
mike-harper,5.00,0.60
ron-harper,13.80,3.90
ron-harper-jr,4.00,2.00
matt-harpring,11.50,1.40
montrezl-harrell,12.10,1.30
josh-harrellson,3.50,0.30
adam-harrington,1.60,0.60
al-harrington,13.50,1.70
junior-harrington,5.20,3.10
othella-harrington,7.40,0.60
art-harris,9.10,2.70
bernie-harris,0.50,0.10
bob-harris,6.80,1.50
chris-harris,2.50,1.10
devin-harris,10.80,3.90
elias-harris,0.00,0.50
gary-harris,3.00,0.60
jalen-harris,7.40,1.30
joe-harris,10.30,1.60
kevon-harris,4.00,0.50
lucious-harris,7.20,1.40
manny-harris,6.20,1.40
mike-harris,3.40,0.20
steve-harris,7.00,1.10
terrel-harris,2.30,0.80
tobias-harris,13.70,2.20
tony-harris,4.90,0.60
aaron-harrison,2.30,0.50
andrew-harrison,7.00,2.80
bob-harrison,7.20,2.70
david-harrison,5.00,0.20
shaquille-harrison,5.20,1.60
jason-hart,4.80,2.30
josh-hart,13.60,5.90
isaiah-hartenstein,11.20,3.80
antonio-harvey,3.00,0.30
donnell-harvey,5.60,0.80
kenny-hasbrouck,,
scott-haskin,2.00,0.20
clem-haskins,12.80,3.50
udonis-haslem,7.50,0.80
trenton-hassell,5.80,1.80
billy-hassett,4.50,2.00
joey-hassett,5.90,1.30
scott-hastings,2.80,0.50
kirk-haston,1.20,0.30
vern-hatton,5.50,1.40
sam-hauser,8.50,0.90
john-havlicek,20.80,4.80
spencer-hawes,8.70,1.90
steve-hawes,8.40,1.90
connie-hawkins,16.50,4.10
hersey-hawkins,14.70,2.90
jordan-hawkins,10.80,1.20
juaquin-hawkins,2.30,0.80
marshall-hawkins,3.90,1.30
michael-hawkins,1.80,1.60
robert-hawkins,12.70,1.50
tom-hawkins,8.70,1.10
nate-hawthorne,5.40,0.70
chuck-hayes,3.70,1.20
elvin-hayes,21.00,1.80
jarvis-hayes,8.30,1.10
jaxson-hayes,6.80,1.00
killian-hayes,9.00,5.20
nigel-hayes,3.00,0.70
steve-hayes,2.60,0.40
gordon-hayward,15.20,3.50
lazar-hayward,2.90,0.50
brendan-haywood,6.80,0.50
spencer-haywood,19.20,1.80
john-w-hazen,3.00,0.50
walt-hazzard,12.60,4.90
luther-head,8.20,2.10
shane-heal,2.00,0.80
brian-heaney,2.00,0.40
garfield-heard,8.70,1.60
reggie-hearn,1.00,0.00
herm-hedderick,0.80,0.40
alvin-heggs,2.00,0.00
tom-heinsohn,18.60,2.00
dick-hemric,6.30,0.70
alan-henderson,7.80,0.60
cedric-henderson,7.30,1.60
cedric-henderson,1.40,0.00
dave-henderson,5.70,1.50
gerald-henderson,8.90,3.60
gerald-henderson,11.20,1.90
jr-henderson,3.20,0.70
jerome-henderson,2.30,0.00
kevin-henderson,3.00,1.50
scoot-henderson,12.70,5.10
tom-henderson,9.40,4.80
taylor-hendricks,4.70,0.70
mark-hendrickson,3.30,0.60
larry-hennessy,3.70,0.90
don-henriksen,7.20,1.70
aaron-henry,0.30,0.00
al-henry,4.00,0.20
bill-henry,6.50,1.10
carl-henry,2.80,0.10
conner-henry,3.30,1.10
myke-henry,5.40,1.10
skeeter-henry,1.00,1.00
xavier-henry,5.70,0.60
john-henson,7.60,1.10
steve-henson,3.10,2.00
bill-herman,4.30,1.20
clarence-hermsen,9.30,1.30
dewan-hernandez,2.30,0.50
juancho-hernangomez,5.00,0.60
willy-hernangomez,7.30,1.10
chris-herren,3.20,2.40
carl-herrera,5.30,0.60
walter-herrmann,5.40,0.40
tyler-herro,23.90,5.50
keith-herron,9.80,1.40
sidney-hertzberg,8.70,2.10
kevin-hervey,1.70,0.50
fred-hetzel,11.20,1.10
bill-hewitt,5.70,1.30
jack-hewson,2.70,0.00
art-heyman,10.30,2.40
mario-hezonja,6.90,1.30
roy-hibbert,10.00,1.30
matthew-hickey,2.00,0.00
isaiah-hicks,4.40,0.90
phil-hicks,2.30,0.60
jj-hickson,9.50,0.80
buddy-hield,11.10,1.60
cory-higgins,3.70,0.90
mike-higgins,1.70,0.30
rod-higgins,9.00,1.60
sean-higgins,6.30,1.00
kenny-higgs,6.80,4.40
johnny-high,5.10,1.90
haywood-highsmith,6.50,1.50
wayne-hightower,9.00,1.10
#NAME?,11.30,1.80
armond-hill,6.90,4.70
cleo-hill,5.50,2.00
gary-hill,4.70,1.40
george-hill,10.40,3.10
grant-hill,16.70,4.10
herbert-hill,,
jordan-hill,7.90,0.80
malcolm-hill,3.20,0.30
solomon-hill,5.50,1.50
steven-hill,2.00,0.00
tyrone-hill,9.40,0.80
art-hillhouse,5.90,0.60
darrun-hilliard,3.20,0.80
darnell-hillman,8.60,1.40
fred-hilton,9.40,1.60
kirk-hinrich,10.90,4.80
roy-hinson,14.20,1.00
nate-hinton,1.90,0.50
mel-hirsch,1.50,0.80
lew-hitch,5.00,1.20
robert-hite,4.30,0.70
jaylen-hoard,6.60,1.20
darington-hobson,0.80,1.20
dmoi-hodge,2.00,0.70
donald-hodge,4.70,0.80
julius-hodge,1.20,0.80
craig-hodges,8.50,2.50
adolph-hoefer,5.60,0.60
paul-hoffman,10.20,2.90
bob-hogsett,2.30,0.10
paul-hogue,6.30,0.70
fred-hoiberg,5.40,1.60
doug-holcomb,5.00,1.70
randy-holcomb,0.50,0.00
aaron-holiday,5.50,1.30
jrue-holiday,11.10,3.90
justin-holiday,8.00,1.40
brad-holland,3.20,0.70
joe-holland,5.80,1.80
john-holland,2.20,0.20
wilbur-holland,13.60,3.30
ronald-holland-ii,6.40,1.00
lionel-hollins,11.60,4.50
ryan-hollins,3.70,0.30
essie-hollis,2.80,0.20
rondae-hollis-jefferson,9.00,1.90
richaun-holmes,7.40,1.40
daron-holmes-ii,,
chet-holmgren,15.00,2.00
jim-holstein,3.80,1.10
alvin-holt,0.70,0.00
michael-holton,6.20,3.00
dick-holub,10.50,0.80
joe-holup,7.00,1.00
red-holzman,6.10,2.00
caleb-homesley,,
jerald-honeycutt,5.10,0.70
tyler-honeycutt,1.20,0.40
derek-hood,0.00,0.00
rodney-hood,10.40,1.60
jalen-hood-schifino,7.10,2.50
tom-hoover,3.50,0.60
bob-hopkins,8.20,0.70
dave-hoppen,5.00,0.60
dennis-hopson,10.90,1.60
scotty-hopson,1.50,0.80
johnny-horan,1.80,0.10
cedrick-hordges,7.60,1.20
al-horford,9.00,2.10
tito-horford,1.50,0.10
ron-horn,2.50,0.40
jeff-hornacek,14.50,4.90
dennis-horner,0.60,0.00
robert-horry,7.00,2.10
ed-horton,4.50,0.40
talen-horton-tucker,6.50,1.40
wilmer-hosket,4.00,0.70
bob-houbregs,9.30,1.80
eddie-house,7.50,1.60
danuel-house-jr,7.30,1.10
caleb-houstan,4.10,0.60
allan-houston,17.30,2.40
byron-houston,3.90,0.50
tom-hovasse,0.00,0.00
brian-howard,6.00,0.90
dwight-howard,15.70,1.30
greg-howard,3.40,0.60
jett-howard,4.50,0.70
josh-howard,14.30,1.60
juwan-howard,13.40,2.20
markus-howard,3.40,0.40
mo-howard,4.80,1.30
otis-howard,4.20,0.40
stephen-howard,2.80,0.20
william-howard,0.00,0.50
bailey-howell,18.70,2.00
bob-hubbard,3.60,0.50
phil-hubbard,10.90,1.30
trevor-hudgins,1.80,0.60
lester-hudson,4.70,1.20
lou-hudson,20.20,2.70
troy-hudson,9.00,3.40
marcelo-huertas,3.90,3.10
kevin-huerter,9.90,2.30
josh-huestis,2.50,0.30
jay-huff,6.90,0.60
nate-huffman,3.30,0.70
alfredrick-hughes,5.20,0.90
eddie-hughes,3.10,1.60
elijah-hughes,2.90,0.50
kim-hughes,2.70,0.90
larry-hughes,14.10,3.10
rick-hughes,3.90,0.40
ariel-hukporti,1.90,0.40
robbie-hummel,3.90,0.50
john-hummer,6.90,1.70
ryan-humphrey,2.30,0.20
isaac-humphries,3.00,0.00
jay-humphries,11.10,5.50
kris-humphries,6.70,0.70
rod-hundley,8.40,3.40
feron-hunt,0.00,0.50
brandon-hunter,3.30,0.30
cedric-hunter,0.00,0.00
chris-hunter,4.50,0.60
deandre-hunter,17.00,1.40
les-hunter,1.80,0.50
lindsey-hunter,8.50,2.70
othello-hunter,1.40,0.00
rj-hunter,3.00,0.40
steven-hunter,4.50,0.20
vincent-hunter,1.50,0.00
bobby-hurley,3.80,3.30
roy-hurley,5.20,0.70
matt-hurt,4.00,0.50
geoff-huston,8.80,5.10
paul-huston,3.60,0.60
mel-hutchins,11.10,3.00
chandler-hutchison,5.40,0.80
joe-hutton,2.50,1.00
greg-hyder,5.40,0.60
bones-hyland,6.20,1.30
marc-iavaroni,4.40,1.00
serge-ibaka,12.00,0.80
oso-ighodaro,4.20,1.20
andre-iguodala,11.30,4.20
zydrunas-ilgauskas,13.00,1.10
mile-ilic,0.00,0.00
ersan-ilyasova,10.10,1.10
darrall-imhoff,7.20,1.80
tom-ingelsby,2.70,0.80
joe-ingles,0.80,1.20
damien-inglis,1.80,0.50
andre-ingram,4.00,1.20
brandon-ingram,22.20,5.20
harrison-ingram,0.80,0.60
joel-ingram,2.80,0.80
byron-irvin,5.20,0.80
kyrie-irving,24.70,4.60
jonathan-isaac,5.40,0.60
dan-issel,20.40,2.50
mike-iuzzolino,9.00,4.30
allen-iverson,26.70,6.20
jaden-ivey,17.60,4.00
royal-ivey,3.30,1.00
wes-iwundu,4.40,0.90
jarrett-jack,10.80,4.60
aaron-jackson,8.00,1.00
al-jackson,0.00,0.50
bobby-jackson,9.70,2.60
cedric-jackson,1.70,1.20
darnell-jackson,2.20,0.20
demetrius-jackson,1.80,0.70
frank-jackson,8.50,1.00
gg-jackson,7.20,1.00
greg-jackson,3.70,2.00
isaiah-jackson,7.00,1.00
jaren-jackson,5.50,1.20
jermaine-jackson,1.90,1.40
jim-jackson,14.30,3.20
josh-jackson,11.30,1.80
justin-jackson,6.00,1.00
lucious-jackson,9.90,1.60
luke-jackson,3.50,0.80
marc-jackson,8.40,0.80
mark-jackson,9.60,8.00
michael-jackson,2.10,2.20
myron-jackson,1.40,0.80
phil-jackson,6.70,1.10
pierre-jackson,3.90,2.10
quenton-jackson,5.80,1.90
ralph-jackson,2.00,4.00
randell-jackson,4.10,0.30
reggie-jackson,4.40,1.50
stanley-jackson,2.20,0.90
stephen-jackson,15.10,3.10
tony-jackson,1.00,1.00
tracy-jackson,5.40,1.00
wardell-jackson,4.30,0.50
andre-jackson-jr,3.40,1.20
jaren-jackson-jr,22.20,2.00
trayce-jackson-davis,6.60,1.70
winfred-jacobs,2.80,0.30
casey-jacobsen,5.20,1.10
sam-jacobson,4.20,0.50
dave-jamerson,3.40,0.70
aaron-james,10.80,1.00
bernard-james,2.20,0.10
bronny-james,2.30,0.80
damion-james,3.80,0.70
gene-james,3.40,1.10
henry-james,6.10,0.40
jerome-james,4.30,0.30
justin-james,3.20,0.60
lebron-james,24.40,8.20
mike-james,9.90,3.50
mike-james,8.90,3.70
tim-james,1.60,0.30
antawn-jamison,18.50,1.60
harold-jamison,1.90,0.30
john-janisch,10.50,0.70
howie-janotta,3.40,0.40
jaime-jaquez-jr,8.60,2.50
marko-jaric,7.10,3.60
tony-jaros,5.40,0.90
dejon-jarreau,4.30,2.60
sarunas-jasikevicius,6.80,2.90
nathan-jawai,2.80,0.50
buddy-jeannette,7.20,2.10
abdul-jeelani,9.00,1.10
chris-jefferies,3.90,0.40
othyus-jeffers,3.80,0.60
al-jefferson,15.70,1.50
amile-jefferson,1.40,0.20
cory-jefferson,3.50,0.30
dontell-jefferson,4.80,1.50
richard-jefferson,12.60,2.00
daquan-jeffries,6.70,1.10
jared-jeffries,4.80,1.30
trey-jemison-iii,2.50,0.40
charles-jenkins,3.70,1.90
daniss-jenkins,1.00,0.40
horace-jenkins,2.80,0.60
john-jenkins,5.00,0.80
brandon-jennings,14.10,5.70
keith-jennings,6.60,3.70
chris-jent,6.20,1.30
les-jepsen,1.00,0.00
jonas-jerebko,6.20,0.80
ty-jerome,12.50,3.40
curtis-jerrells,,
grant-jerrett,2.00,0.40
pooh-jeter,4.10,2.60
isaiah-joe,10.20,1.60
britton-johnsen,2.10,0.60
aj-johnson,7.60,2.60
alexander-johnson,4.30,0.30
alize-johnson,2.50,0.40
amir-johnson,7.00,1.20
andy-johnson,9.80,2.30
anthony-johnson,5.60,2.90
armon-johnson,3.30,1.20
arnie-johnson,8.70,2.20
avery-johnson,8.40,5.50
bj-johnson,3.80,0.10
brice-johnson,2.20,0.10
buck-johnson,9.10,1.70
cameron-johnson,18.80,3.40
carldell-johnson,1.80,1.50
charlie-johnson,8.10,1.90
chris-johnson,2.90,0.20
chris-johnson,4.40,0.60
clay-johnson,2.80,0.60
clemon-johnson,5.40,1.00
dakari-johnson,1.80,0.30
darryl-johnson,1.10,0.10
dave-johnson,3.50,0.30
david-johnson,8.40,2.80
david-johnson,0.00,0.00
demarco-johnson,1.20,0.00
dennis-johnson,14.10,5.00
dermarr-johnson,6.20,0.90
eddie-johnson,16.00,2.10
eddie-johnson,15.10,5.10
eric-johnson,1.10,1.30
ervin-johnson,4.10,0.50
frank-johnson,8.30,4.20
george-johnson,2.80,0.30
george-johnson,9.10,1.80
george-johnson,4.80,1.00
gus-johnson,17.10,2.70
harold-johnson,0.60,0.40
ivan-johnson,6.50,0.60
jajuan-johnson,3.20,0.20
jalen-johnson,18.90,5.00
james-johnson,0.70,0.30
joe-johnson,16.00,3.90
john-johnson,12.90,3.80
kannard-johnson,0.50,0.00
keldon-johnson,12.70,1.60
ken-johnson,2.00,0.00
ken-johnson,4.10,0.30
keon-johnson,10.60,2.20
keshad-johnson,2.70,0.30
kevin-johnson,17.90,9.10
keyontae-johnson,1.20,0.40
larry-johnson,16.20,3.30
larry-johnson,1.50,1.80
lee-johnson,1.40,0.10
linton-johnson,3.90,0.40
lynbert-johnson,3.00,0.20
magic-johnson,19.50,11.20
marques-johnson,20.10,3.60
mickey-johnson,14.10,3.00
neil-johnson,4.00,1.10
nick-johnson,2.60,0.40
ollie-johnson,7.70,1.80
omari-johnson,5.50,1.80
orlando-johnson,3.20,0.70
reggie-johnson,8.40,0.90
rich-johnson,4.70,0.40
ron-johnson,2.60,0.10
stanley-johnson,6.20,1.50
steffond-johnson,2.60,0.20
steve-johnson,11.70,1.20
trey-johnson,2.60,0.70
tyler-johnson,9.80,2.30
vinnie-johnson,12.00,3.30
wesley-johnson,7.00,1.10
darius-johnson-odom,0.00,0.30
nate-johnston,2.20,0.00
neil-johnston,19.40,2.50
jim-johnstone,1.30,0.50
nikola-jokić,29.60,10.20
howie-jolliff,2.80,0.80
alvin-jones,1.10,0.10
anthony-jones,3.60,0.70
askia-jones,4.10,1.50
bill-jones,3.50,0.50
bobby-jones,11.50,2.40
bobby-jones,3.20,0.50
caldwell-jones,6.20,1.30
carlik-jones,2.00,0.90
charles-jones,2.50,0.90
charles-jones,5.00,1.00
charles-r-jones,3.50,1.60
colby-jones,4.00,1.10
dahntay-jones,5.40,0.80
damian-jones,4.90,0.70
damon-jones,6.60,2.70
dequan-jones,3.70,0.30
dillon-jones,2.50,1.10
dominique-jones,3.10,1.80
dontae-jones,2.90,0.30
dwayne-jones,1.30,0.10
dwight-jones,8.10,1.20
earl-jones,0.90,0.30
eddie-jones,14.80,2.90
edgar-jones,9.00,0.90
fred-jones,7.50,2.30
herbert-jones,10.30,3.30
isaac-jones,3.40,0.30
jake-jones,4.50,0.70
jalen-jones,4.80,0.30
james-jones,5.20,0.50
jemerrio-jones,3.90,1.60
jimmy-jones,6.40,2.00
johnny-jones,4.20,0.50
jumaine-jones,7.10,0.90
kc-jones,7.40,4.30
kai-jones,5.00,0.60
kevin-jones,3.00,0.30
larry-jones,9.00,2.80
major-jones,4.40,0.60
mark-jones,2.30,0.60
mark-jones,1.20,0.80
mason-jones,2.30,1.10
nick-jones,5.30,1.30
ozell-jones,3.50,0.80
popeye-jones,7.00,1.30
rich-jones,10.60,1.40
robin-jones,4.90,1.10
sam-jones,17.70,2.50
shelton-jones,4.80,0.80
solomon-jones,3.00,0.40
spencer-jones,1.30,0.30
steve-jones,6.50,1.00
terrence-jones,10.40,1.00
tre-jones,7.20,4.20
tyus-jones,10.20,5.30
wali-jones,10.10,3.20
wallace-jones,10.20,3.10
wil-jones,9.90,1.90
willie-jones,7.40,2.00
willie-jones,3.20,0.30
perry-jones-iii,3.40,0.40
derrick-jones-jr,10.10,0.80
adonis-jordan,2.10,2.20
deandre-jordan,3.70,0.90
eddie-jordan,8.10,3.80
jerome-jordan,2.80,0.30
michael-jordan,30.10,5.30
reggie-jordan,2.70,1.00
thomas-jordan,11.00,0.80
walter-jordan,2.30,0.40
phil-jordon,10.90,1.70
johnny-jorgensen,2.30,0.60
noble-jorgensen,8.80,1.20
roger-jorgensen,1.50,0.00
cory-joseph,3.50,1.40
garth-joseph,0.50,0.30
kris-joseph,0.90,0.10
yvon-joseph,2.00,0.00
nikola-jović,10.70,2.80
jeff-judkins,5.40,1.00
johnny-juzang,8.90,1.10
mfiondu-kabengele,2.60,0.30
edwin-kachan,2.20,0.70
george-kaftan,7.50,1.90
ed-kalafat,7.10,1.50
georgios-kalaitzakis,6.60,0.90
chris-kaman,11.20,1.30
frank-kaminsky,8.80,1.60
ralph-kaplowitz,5.60,0.50
jason-kapono,6.70,0.80
tony-kappen,6.50,0.50
sergey-karasev,3.00,0.90
coby-karl,2.40,1.00
george-karl,2.60,1.50
ed-kasid,1.50,0.80
mario-kasun,2.70,0.20
leo-katkaveck,4.30,1.30
bob-kauffman,11.50,2.70
sasha-kaun,0.90,0.10
wilbert-kautz,5.10,0.70
yuki-kawamura,1.60,0.90
clarence-kea,3.90,0.40
michael-kearns,0.20,0.80
tommy-kearns,2.00,0.00
adam-keefe,5.00,0.70
harold-keeling,2.20,0.50
trevor-keels,1.00,0.00
ken-keller,0.80,0.00
kylor-kelley,3.10,0.50
rich-kelley,7.60,2.60
clark-kellogg,18.90,2.90
gerard-kelly,5.70,0.50
ryan-kelly,6.00,1.30
tom-kelly,7.10,1.40
greg-kelser,9.70,1.30
ben-kelso,1.80,0.40
shawn-kemp,14.60,1.60
tim-kempton,4.50,1.10
frank-kendrick,3.30,0.30
luke-kennard,8.90,3.30
dj-kennedy,6.00,1.50
eugene-kennedy,2.00,0.20
joe-kennedy,5.30,0.80
william-kennedy,1.70,1.30
larry-kenon,17.00,2.60
bill-kenville,7.10,2.10
jonathan-kerner,0.00,0.00
johnny-kerr,13.80,2.20
steve-kerr,6.00,1.80
jack-kerris,7.60,2.50
jerome-kersey,10.30,1.90
alec-kessler,5.20,0.40
walker-kessler,11.10,1.70
lari-ketner,1.40,0.10
braxton-key,1.00,0.00
randolph-keys,5.20,0.80
viktor-khryapa,4.50,1.00
jason-kidd,12.60,8.70
stanton-kidd,0.00,0.30
warren-kidd,3.60,0.30
michael-kidd-gilchrist,8.40,1.20
irv-kiffin,3.20,0.70
jack-kiley,2.30,1.20
ernie-killum,0.30,0.00
carl-kilpatrick,1.50,0.00
sean-kilpatrick,10.30,1.50
toby-kimball,6.10,1.00
bo-kimble,5.50,0.90
stan-kimbrough,1.60,0.50
chad-kinch,2.90,1.10
albert-king,12.10,2.20
bernard-king,22.50,3.30
chris-king,6.70,1.10
dan-king,1.60,0.30
frankie-king,2.10,0.50
george-king,10.30,4.80
george-king,0.20,0.00
gerard-king,4.50,0.70
jim-king,7.20,2.30
jimmy-king,4.50,1.40
louis-king,4.80,0.90
maury-king,5.90,3.80
reggie-king,8.90,1.60
rich-king,1.90,0.30
stacey-king,6.40,0.90
tom-king,5.10,0.60
bob-kinney,9.50,1.50
tarence-kinsey,4.70,0.50
andrei-kirilenko,11.80,2.70
alex-kirk,0.80,0.20
walt-kirk,7.70,2.10
corey-kispert,11.60,1.70
doug-kistler,1.60,0.00
curtis-kitchen,1.50,0.20
greg-kite,2.50,0.50
kerry-kittles,14.10,2.60
maxi-kleber,3.00,1.30
joe-kleine,4.80,0.60
linas-kleiza,8.70,0.80
leo-klier,7.10,1.60
bobi-klintman,1.90,0.90
herm-klotz,1.40,0.60
duane-klueh,8.20,1.50
dalton-knecht,9.10,0.80
billy-knight,15.70,2.10
bob-knight,3.50,4.00
brandin-knight,0.00,1.00
brandon-knight,14.00,3.90
brevin-knight,7.30,6.10
nathan-knight,3.70,0.40
negele-knight,6.20,2.80
ron-knight,4.70,0.80
toby-knight,12.90,1.20
travis-knight,3.40,0.60
lee-knorek,6.70,1.60
dick-knostman,2.60,1.20
rod-knowles,1.10,0.00
kevin-knox-ii,3.30,0.40
bart-kofoed,1.50,1.00
don-kojis,12.20,1.40
tyler-kolek,2.00,1.70
christian-koloko,2.40,0.40
milo-komenich,9.90,1.90
howard-komives,10.20,4.00
jon-koncak,4.50,1.00
john-konchar,2.40,0.90
bud-koper,4.40,0.80
joe-kopicki,3.70,0.70
furkan-korkmaz,6.80,1.20
frank-kornet,1.90,0.30
luke-kornet,6.00,1.60
yaroslav-korolev,1.10,0.40
kyle-korver,9.70,1.70
len-kosmalski,1.40,0.70
andy-kostecka,6.40,0.70
harold-kottman,3.10,0.30
kosta-koufos,5.70,0.50
tom-kozelko,2.20,0.50
arvid-kramer,2.00,0.40
barry-kramer,3.60,0.80
joel-kramer,3.80,1.00
dan-kraus,1.60,0.50
herb-krautblatt,1.30,0.40
viacheslav-kravtsov,2.20,0.20
jim-krebs,8.00,0.80
vít-krejčí,7.20,2.60
wayne-kreklow,1.20,0.40
tom-kron,6.50,2.80
tom-kropp,2.50,0.60
nenad-krstic,10.00,0.80
larry-krystkowiak,8.20,1.20
steve-kuberski,5.50,0.60
leo-kubiak,11.50,3.20
bruce-kuczenski,1.90,0.50
frank-kudelka,7.20,2.10
john-kuester,3.30,2.30
ray-kuka,4.90,0.70
toni-kukoc,11.60,3.70
arnoldas-kulboka,0.00,0.00
jonathan-kuminga,15.30,2.20
kevin-kunnert,8.30,1.40
mitch-kupchak,10.20,0.70
charles-kupec,4.10,0.70
rodions-kurucs,6.00,0.90
rob-kurz,3.90,0.50
ibrahim-kutluay,0.00,0.00
kyle-kuzma,14.80,2.30
ognjen-kuzmic,0.90,0.20
mindaugas-kuzminskas,6.20,1.00
fred-lacour,6.50,1.90
raef-lafrentz,10.10,1.10
tom-lagarde,7.60,1.50
jake-laravia,6.90,2.40
rusty-larue,5.00,1.60
rudy-larusso,15.60,2.10
zach-lavine,23.30,4.20
skal-labissiere,1.30,0.30
sam-lacey,10.30,3.70
christian-laettner,12.80,2.60
oliver-lafayette,7.00,2.00
bill-laimbeer,12.90,2.00
pete-lalich,0.00,0.00
bo-lamar,7.10,2.50
anthony-lamb,6.20,1.40
doron-lamb,3.50,0.80
jeremy-lamb,10.10,1.60
john-lambert,3.80,0.60
jeff-lamp,5.10,0.90
maciej-lampe,3.40,0.30
jim-lampley,3.00,0.00
sean-lampley,4.50,0.70
jock-landale,4.80,0.90
carl-landry,10.80,0.70
marcus-landry,2.40,0.00
mark-landsberger,5.60,0.50
jerome-lane,5.30,1.50
andrew-lang,6.00,0.60
antonio-lang,2.30,0.30
james-lang,1.00,0.20
trajan-langdon,5.40,1.30
keith-langford,1.00,0.00
romeo-langford,4.60,0.70
dan-langhi,3.00,0.30
bob-lanier,20.10,3.10
stu-lantz,12.40,2.90
nicolas-laprovittola,3.30,1.60
york-larese,5.10,1.60
shane-larkin,5.50,2.90
pelle-larsson,4.60,1.20
john-laskowski,7.10,0.80
stephane-lasme,5.20,0.20
dave-lattin,4.50,0.60
priest-lauderdale,3.40,0.40
rich-laurel,2.40,0.30
walt-lautenbach,4.30,1.30
joffrey-lauvergne,5.60,0.90
tony-lavelli,6.90,0.70
bob-lavoy,8.20,1.50
acie-law,3.90,1.60
vic-law,1.90,0.40
gani-lawal,0.00,0.00
ed-lawrence,4.00,0.30
aj-lawson,9.10,1.20
jason-lawson,1.50,0.30
ty-lawson,12.70,6.00
jake-layman,4.80,0.50
dennis-layton,6.90,2.60
caris-levert,12.10,3.40
tj-leaf,3.30,0.30
emanuel-leaks,8.30,0.90
hal-lear,1.30,0.30
allen-leavell,9.50,4.80
jeff-lebo,1.50,0.80
eric-leckner,4.10,0.50
jalen-lecque,1.70,0.40
ricky-ledo,3.90,0.80
butch-lee,8.10,3.20
clyde-lee,7.70,1.10
courtney-lee,9.60,1.70
damion-lee,3.30,0.40
david-lee,13.50,2.20
doug-lee,2.30,0.40
george-lee,7.50,0.90
greg-lee,1.20,2.20
keith-lee,6.10,1.00
kurk-lee,1.40,0.70
malcolm-lee,3.90,1.40
rock-lee,1.00,1.00
ron-lee,7.30,3.80
russell-lee,2.90,0.70
saben-lee,5.20,2.80
ed-leede,7.80,1.90
hank-lefkowitz,2.10,0.20
tim-legler,7.00,1.30
george-lehmann,3.20,1.80
walt-lemon-jr,9.40,3.20
alex-len,1.60,0.80
voshon-lenard,11.90,2.10
bob-leonard,9.90,3.30
gary-leonard,1.40,0.10
kawhi-leonard,21.50,3.10
meyers-leonard,5.60,0.90
malevy-leons,0.30,0.20
jim-les,3.80,2.90
travis-leslie,1.40,0.50
ronnie-lester,7.30,4.00
clifford-lett,3.50,0.70
jon-leuer,6.40,0.80
andrew-levane,4.50,2.00
lafayette-lever,13.90,6.20
cliff-levingston,7.10,0.90
bobby-lewis,5.80,2.20
cedric-lewis,1.30,0.00
fred-lewis,8.40,1.40
freddie-lewis,5.80,1.50
grady-lewis,5.40,0.90
justin-lewis,,
martin-lewis,3.60,0.30
maxwell-lewis,4.10,0.70
quincy-lewis,3.60,0.60
ralph-lewis,2.30,0.30
rashard-lewis,14.90,1.70
reggie-lewis,17.60,2.60
scottie-lewis,0.50,0.50
kira-lewis-jr,5.20,1.80
marcus-liberty,7.30,0.90
todd-lichti,7.90,1.40
ej-liddell,1.80,0.30
deandre-liggins,2.00,0.70
bill-ligon,3.30,0.70
damian-lillard,24.90,7.10
jeremy-lin,11.60,4.30
steve-lingenfelter,1.00,0.50
alton-lister,6.60,1.00
nassir-little,5.50,0.70
dereck-lively-ii,8.70,2.40
isaiah-livers,6.20,0.90
chris-livingston,1.40,0.20
randy-livingston,3.80,2.00
shaun-livingston,6.30,3.00
ron-livingstone,6.30,1.90
horacio-llamas,2.10,0.20
earl-lloyd,8.40,1.40
lewis-lloyd,13.20,2.90
scott-lloyd,4.60,1.00
bob-lochmueller,3.70,0.80
robert-lock,1.50,0.20
darrell-lockhart,2.00,0.00
ian-lockhart,4.00,0.00
kevin-loder,5.90,1.20
don-lofgran,6.10,1.00
zach-lofton,0.00,0.00
kenneth-lofton-jr,4.80,1.20
johnny-logan,12.40,3.00
brad-lohaus,5.90,1.10
art-long,3.50,0.50
grant-long,9.50,1.70
john-long,13.60,1.90
paul-long,3.90,0.80
shawn-long,8.20,0.70
luc-longley,7.20,1.50
kevon-looney,4.50,1.60
brook-lopez,13.00,1.80
felipe-lopez,5.80,1.00
raul-lopez,6.50,3.80
robin-lopez,8.40,0.80
ryan-lorthridge,7.40,2.70
jim-loscutoff,6.20,0.70
plummer-lott,2.20,0.60
kevin-loughery,15.30,3.70
didi-louzada,3.60,0.70
bob-love,17.60,1.40
kevin-love,5.30,1.00
stan-love,6.80,0.80
clyde-lovellette,17.00,1.60
sidney-lowe,2.90,3.90
chuck-lowery,2.30,0.70
kyle-lowry,3.90,2.70
jordan-loyd,2.40,0.50
al-lucas,1.00,1.00
jerry-lucas,17.00,3.30
john-lucas,10.70,7.00
kalin-lucas,1.00,0.50
maurice-lucas,14.40,2.30
john-lucas-iii,4.70,1.50
ted-luckenbill,2.30,0.40
tyronn-lue,8.50,3.10
jim-luisi,2.90,1.10
