PLAYER_NAME,POINT_PER_GAME,ASSIST_PER_GAME
larry-costello,12.20,4.60
matt-costello,1.00,0.50
bryce-cotton,3.80,0.80
jack-cotton,5.10,1.20
james-cotton,2.60,0.00
john-coughran,2.80,0.50
bilal-coulibaly,12.30,3.40
ricky-council-iv,7.30,1.30
mel-counts,8.30,1.40
steve-courtin,4.20,0.90
joe-courtney,2.80,0.30
marcus-cousin,1.00,0.00
demarcus-cousins,19.60,3.00
bob-cousy,18.40,7.50
robert-covington,10.80,1.40
dave-cowens,17.60,3.80
john-cox,4.10,0.90
johnny-cox,7.80,1.90
wesley-cox,4.60,0.30
allen-crabbe,9.10,1.10
torrey-craig,4.20,0.70
chris-crawford,6.60,0.60
freddie-crawford,6.80,2.10
isaiah-crawford,0.90,0.10
jamal-crawford,14.60,3.40
joe-crawford,4.50,0.50
jordan-crawford,12.20,3.10
mitchell-creek,4.20,1.20
jim-creighton,1.00,0.10
ron-crevier,0.00,0.00
hal-crisler,1.50,0.00
joe-crispin,3.80,1.20
charlie-criss,8.50,3.20
winston-crite,2.80,0.50
javaris-crittenton,5.30,1.80
dillard-crocker,8.80,1.30
jeffrey-crompton,1.20,0.30
terry-crosby,1.50,1.80
austin-croshere,6.80,1.00
jeff-cross,1.20,0.00
pete-cross,5.80,1.00
russell-cross,3.70,0.50
francis-crossin,4.70,1.50
john-crotty,4.00,2.10
mark-crow,5.60,0.50
corey-crowder,2.10,0.30
jae-crowder,2.60,0.70
jalen-crutcher,0.00,0.00
jarrett-culver,6.50,1.20
jarron-cumberland,0.70,0.30
pat-cummings,9.60,1.20
terry-cummings,16.40,1.90
vonteego-cummings,6.90,2.70
billy-cunningham,20.80,4.00
cade-cunningham,26.10,9.10
dante-cunningham,5.80,0.70
dick-cunningham,2.80,0.60
jared-cunningham,2.30,0.50
william-cunningham,0.60,0.10
radisav-curcic,2.90,0.60
armand-cure,0.80,0.00
earl-cureton,5.40,1.00
bill-curley,2.70,0.40
fran-curran,4.90,1.20
dell-curry,11.70,1.80
eddy-curry,12.90,0.50
jameson-curry,0.00,0.00
michael-curry,4.50,1.20
seth-curry,6.50,0.90
stephen-curry,24.50,6.00
rastko-cvetkovic,0.70,0.20
mike-dantoni,3.30,1.90
pacôme-dadiet,1.70,0.30
ed-dahler,2.50,0.40
quintin-dailey,14.10,2.30
samuel-dalembert,7.70,0.50
howie-dallmar,9.60,2.30
erick-dampier,7.40,0.80
lou-dampier,6.70,2.80
bob-dandridge,18.50,3.40
antonio-daniels,7.60,3.40
dyson-daniels,14.10,4.40
erik-daniels,0.60,0.20
lloyd-daniels,7.10,1.60
marquis-daniels,7.90,1.80
mel-daniels,3.50,0.50
troy-daniels,6.60,0.50
sasha-danilovic,12.80,2.00
nfaly-dante,6.00,0.50
adrian-dantley,24.30,3.00
henry-darcey,0.90,0.20
jimmy-darden,8.10,2.60
yinka-dare,2.10,0.00
jesse-dark,3.60,0.60
nate-darling,1.30,0.10
jimmy-darrow,2.40,1.20
gigi-datome,3.40,0.40
brad-daugherty,19.00,3.70
kornel-david,5.00,0.60
jermareo-davidson,3.10,0.30
bob-davies,14.30,4.90
brandon-davies,3.70,0.70
anthony-davis,24.70,3.50
antonio-davis,10.00,1.10
aubrey-davis,4.90,0.20
baron-davis,16.10,7.20
ben-davis,1.40,0.10
bill-davis,1.80,0.20
bob-davis,1.80,0.20
brad-davis,8.20,4.90
brian-davis,1.90,0.30
charlie-davis,5.30,0.70
charlie-davis,8.90,2.20
dale-davis,8.00,0.90
deyonta-davis,4.20,0.40
double-d-davis,8.60,1.60
ed-davis,5.90,0.70
edward-davis,5.20,1.00
emanual-davis,4.90,1.80
glen-davis,8.00,0.90
harry-davis,4.00,0.40
hubert-davis,8.20,1.70
james-davis,0.70,0.30
jim-davis,6.70,1.20
johnny-davis,12.90,4.50
johnny-davis,2.40,0.30
josh-davis,2.30,0.30
mark-davis,5.50,1.30
mark-davis,3.80,0.40
mel-davis,5.30,0.90
michael-davis,1.80,0.00
mike-davis,10.70,1.80
monti-davis,1.50,0.00
paul-davis,2.60,0.40
ralph-davis,8.00,2.80
ricky-davis,13.50,3.30
ron-davis,5.30,0.70
terence-davis,0.00,1.00
terry-davis,6.40,0.60
tyler-davis,0.00,0.00
walt-davis,4.80,0.70
walter-davis,18.90,3.80
jd-davison,2.10,0.80
andre-dawkins,0.80,0.30
darryl-dawkins,12.00,1.30
johnny-dawkins,11.10,5.50
paul-dawkins,5.50,1.40
branden-dawson,0.80,0.00
eric-dawson,3.80,0.00
tony-dawson,2.80,0.20
todd-day,12.30,1.50
austin-daye,5.20,0.70
darren-daye,6.80,2.00
darius-days,3.80,0.30
nando-de-colo,3.80,1.70
dave-debusschere,16.10,2.90
andrew-declercq,4.80,0.60
javin-delaurier,0.00,0.00
nate-delong,3.80,0.80
demar-derozan,22.20,4.40
hank-dezonie,3.40,1.80
greg-deane,1.40,0.90
gabriel-deck,6.00,1.70
dewayne-dedmon,6.30,0.70
archie-dees,8.10,0.70
terry-dehere,8.00,2.60
red-dehnert,1.40,0.00
bryce-dejean-jones,5.60,1.10
sam-dekker,5.40,0.80
vinny-del-negro,9.10,3.20
malcolm-delaney,5.70,2.80
bison-dele,11.00,1.10
carlos-delfino,8.10,1.70
angel-delgado,1.50,0.00
tony-delk,9.10,1.90
matthew-dellavedova,5.20,3.50
fennis-dembo,1.20,0.20
larry-demic,4.70,0.50
dell-demps,3.00,0.50
george-dempsey,5.00,2.30
luol-deng,14.80,2.30
kenny-dennard,2.80,1.00
blaine-denning,5.00,0.00
dexter-dennis,5.50,1.00
rayj-dennis,2.70,1.30
justin-dentmon,3.30,1.30
randy-denton,5.30,0.70
rod-derline,4.80,0.70
marcus-derrickson,4.20,0.10
dave-deutsch,1.10,0.80
walter-devlin,7.10,2.10
ernie-digregorio,9.60,5.10
donte-divincenzo,11.70,3.60
moussa-diabaté,5.70,0.80
mamadi-diakite,3.10,0.40
derrick-dial,3.10,0.80
cheick-diallo,5.20,0.40
hamidou-diallo,8.60,1.10
boris-diaw,8.60,3.50
yakhouba-diawara,3.50,0.70
guillermo-diaz,0.80,0.20
gradey-dick,14.40,1.80
dan-dickau,5.80,2.50
kaniel-dickens,1.20,0.10
henry-dickerson,2.00,0.80
michael-dickerson,15.40,2.60
derrek-dickey,6.10,1.10
dick-dickey,2.80,1.10
travis-diener,4.80,2.40
gorgui-dieng,7.30,1.30
ousmane-dieng,3.80,0.80
connie-dierking,10.00,1.50
coby-dietrick,6.10,2.10
mickey-dillard,2.20,1.00
bob-dille,5.20,0.70
rob-dillingham,4.50,2.00
john-dillon,1.60,0.20
byron-dinkins,3.40,2.10
jackie-dinkins,2.50,0.40
bill-dinwiddie,4.40,0.60
spencer-dinwiddie,11.00,4.40
ike-diogu,6.00,0.30
desagana-diop,2.00,0.40
terry-dischinger,13.80,1.80
fred-diute,1.60,0.60
vlade-divac,11.80,3.10
juan-dixon,8.40,1.80
aleksandar-djordjevic,3.10,0.60
earl-dodd,1.70,0.70
michael-doleac,4.90,0.60
joe-dolhon,6.40,2.30
bob-doll,8.40,1.40
james-donaldson,8.60,0.80
bob-donham,6.70,2.60
billy-donovan,2.40,2.00
harry-donovan,5.60,0.80
luka-dončić,28.20,7.70
keyon-dooling,7.00,2.20
jacky-dorsey,2.40,0.30
joey-dorsey,2.60,0.40
tyler-dorsey,6.60,1.30
luguentz-dort,10.10,1.60
ayo-dosunmu,12.30,4.50
damyean-dotson,7.50,1.50
devon-dotson,2.00,1.10
quincy-douby,4.10,0.70
bruce-douglas,1.80,2.10
john-douglas,6.70,2.20
leon-douglas,7.90,1.10
sherman-douglas,11.00,5.90
toney-douglas,7.60,2.30
chris-douglas-roberts,7.10,1.10
sekou-doumbouya,5.60,0.70
lloyd-dove,3.10,0.40
zabian-dowdell,5.00,2.10
bill-downey,0.00,0.00
steve-downing,2.40,0.40
jeff-dowtin-jr,7.00,1.90
danny-doyle,4.00,0.80
milton-doyle,3.40,1.00
pj-dozier,0.80,0.60
terry-dozier,2.40,0.30
goran-dragic,13.30,4.70
zoran-dragic,1.80,0.30
greg-dreiling,2.10,0.40
henri-drell,2.80,1.00
bryce-drew,4.40,2.20
john-drew,20.70,1.70
larry-drew,11.40,5.20
larry-drew-ii,2.90,2.50
clyde-drexler,20.40,5.60
nate-driggers,2.40,0.40
terry-driscoll,4.20,0.80
predrag-drobnjak,7.90,0.80
ralph-drollinger,2.50,2.30
andre-drummond,7.30,0.90
dennis-duval,1.90,0.70
chris-duarte,2.10,0.50
alex-ducas,1.70,0.20
dick-duckett,3.90,1.40
kevin-duckworth,11.80,0.90
charles-dudley,5.30,3.40
chris-dudley,3.90,0.40
jared-dudley,7.30,1.50
terry-duerod,6.70,1.20
bob-duffy,1.10,0.00
bob-duffy,4.30,1.80
chris-duhon,6.50,4.40
duje-dukan,6.00,1.00
david-duke-jr,2.70,0.70
walter-dukes,10.40,1.10
joe-dumars,16.10,4.50
richard-dumas,10.60,1.10
tony-dumas,7.30,1.20
andy-duncan,5.50,0.70
tim-duncan,19.00,3.00
mike-dunleavy,11.20,2.20
mike-dunleavy,8.00,3.90
kris-dunn,6.40,2.80
pat-dunn,2.50,1.00
ryan-dunn,6.90,0.80
tr-dunn,5.10,1.60
ronald-dupree,3.50,0.60
kevin-durant,26.60,4.20
jalen-duren,11.80,2.70
john-duren,3.50,2.00
pat-durham,5.00,0.90
devin-durrant,5.00,1.30
ken-durrett,4.00,0.50
trevon-duval,1.70,0.70
jack-dwan,4.60,2.20
craig-dykema,1.30,0.50
gene-dyker,1.50,0.50
jerome-dyson,7.40,2.00
ledell-eackles,10.80,1.70
jim-eakins,5.50,1.30
acie-earl,5.10,0.30
ed-earle,2.00,0.00
cleanthony-early,4.30,0.80
tari-eason,12.00,1.50
mark-eaton,6.00,1.00
jerry-eaves,6.70,2.50
devin-ebanks,3.60,0.40
bill-ebben,1.90,0.50
al-eberhard,6.80,0.80
ndudi-ebi,2.10,0.20
jaime-echenique,0.00,0.00
jarell-eddie,2.60,0.10
patrick-eddie,1.00,0.00
thomas-eddleman,12.10,2.10
kent-edelin,1.10,1.00
zach-edey,9.20,1.00
keith-edmonson,6.00,0.60
tyus-edney,7.60,4.00
anthony-edwards,27.60,4.50
bill-edwards,2.00,1.30
blue-edwards,10.80,2.00
carsen-edwards,3.70,0.70
corsley-edwards,2.70,0.30
doug-edwards,2.40,0.70
franklin-edwards,6.10,2.60
james-edwards,12.70,1.30
jay-edwards,1.80,1.00
jesse-edwards,0.00,0.50
john-edwards,1.50,0.10
justin-edwards,10.10,1.60
kessler-edwards,4.20,1.10
kevin-edwards,10.90,2.70
rob-edwards,1.50,0.00
shane-edwards,1.00,0.00
vincent-edwards,1.50,0.00
johnny-egan,7.80,3.00
lonnie-eggleston,2.00,0.50
eddie-ehlers,8.10,1.80
craig-ehlo,8.60,2.80
dick-eichhorst,2.00,3.00
howard-eisley,6.50,3.50
obinna-ekezie,3.60,0.20
khalid-el-amin,6.30,2.90
don-eliason,0.00,0.00
mario-elie,8.60,2.60
cj-elleby,4.60,1.10
ray-ellefson,1.00,0.00
henry-ellenson,4.10,0.60
wayne-ellington,8.00,1.10
bob-elliott,7.00,1.40
sean-elliott,14.20,2.60
alexander-ellis,5.10,0.70
bo-ellis,3.60,0.70
dale-ellis,15.70,1.40
harold-ellis,5.80,0.60
joe-ellis,8.80,1.40
keon-ellis,8.30,1.50
laphonso-ellis,11.90,1.60
leron-ellis,3.00,0.30
leroy-ellis,9.70,1.30
monta-ellis,17.80,4.60
pervis-ellison,9.50,1.50
len-elmore,4.60,0.90
francisco-elson,3.70,0.60
darrell-elston,1.00,0.40
melvin-ely,5.30,0.70
joel-embiid,23.80,4.50
wayne-embry,12.50,1.40
andre-emmett,1.40,0.10
ned-endress,0.90,0.30
chris-engler,1.80,0.20
wayne-englestad,2.50,0.60
aj-english,9.90,2.10
alex-english,21.50,3.60
claude-english,1.50,0.30
jojo-english,3.60,0.90
kim-english,2.90,0.60
scott-english,3.20,0.50
gene-englund,7.80,0.90
tyler-ennis,4.20,1.90
james-ennis-iii,6.70,0.90
ray-epps,2.00,0.20
semih-erden,3.80,0.40
bo-erias,8.20,1.40
keith-erickson,9.50,2.60
julius-erving,22.00,3.90
evan-eschmeyer,2.80,0.50
jack-eskridge,2.80,0.60
vincenzo-esposito,3.90,0.80
tyson-etienne,7.90,1.70
drew-eubanks,4.60,0.90
bob-evans,3.00,1.20
brian-evans,3.70,0.80
earl-evans,4.40,1.00
jacob-evans,2.80,0.90
jawun-evans,4.20,2.00
jeremy-evans,3.50,0.40
maurice-evans,6.70,0.70
mike-evans,7.70,2.60
reggie-evans,4.10,0.60
tyreke-evans,15.70,4.80
tosan-evbuomwan,9.50,2.00
daniel-ewing,3.40,1.40
patrick-ewing,21.00,1.90
patrick-ewing,0.40,0.30
danté-exum,8.70,2.80
christian-eyenga,6.30,0.80
festus-ezeli,4.20,0.40
johnny-ezersky,7.60,1.30
joe-fabel,2.10,0.10
john-fairchild,2.00,0.40
tacko-fall,2.20,0.20
phil-farbman,3.20,0.80
kenneth-faried,11.40,1.00
dick-farley,6.50,1.80
jordan-farmar,7.70,2.90
desmon-farmer,2.40,1.00
jim-farmer,5.30,0.80
mike-farmer,6.70,1.30
tony-farmer,5.30,0.80
bob-faught,6.70,0.60
vitor-faverani,4.40,0.40
derrick-favors,10.60,1.10
nick-fazekas,4.10,0.40
dave-fedor,0.90,0.10
bob-feerick,13.30,2.00
butch-feher,5.20,0.80
jamie-feick,4.50,0.70
ron-feiereisel,3.00,0.60
george-feigenbaum,3.10,1.10
dave-feitl,4.30,0.50
kay-felder,3.80,1.30
cristiano-felicio,4.30,0.70
carrick-felix,2.70,0.60
noel-felix,1.50,0.20
ray-felix,10.90,0.70
raymond-felton,11.20,5.20
jake-fendley,2.80,0.90
bill-fenley,2.60,0.50
desmond-ferguson,1.90,0.10
terrance-ferguson,4.50,0.70
rudy-fernandez,9.10,2.20
bruno-fernando,3.40,1.10
eric-fernsten,2.40,0.40
al-ferrari,6.80,2.50
rolando-ferreira,0.80,0.10
duane-ferrell,6.40,0.90
yogi-ferrell,7.70,2.30
arnie-ferrin,5.80,1.60
bob-ferry,9.10,1.40
danny-ferry,7.00,1.30
kyrylo-fesenko,2.30,0.30
kenny-fields,6.20,1.00
landry-fields,6.80,1.60
ron-filipek,2.30,0.40
kyle-filipowski,9.60,1.90
greg-fillmore,2.40,0.40
hank-finkel,5.10,0.80
michael-finley,15.70,2.90
danny-finn,7.30,4.00
dorian-finney-smith,8.70,1.40
matt-fish,3.50,0.50
derek-fisher,8.30,3.00
gerald-fitch,4.70,1.80
malik-fitts,1.30,0.30
bob-fitzgerald,3.10,0.60
dick-fitzgerald,4.50,0.70
marcus-fizer,9.60,1.20
adam-flagler,1.80,0.30
jerry-fleishman,5.80,1.60
al-fleming,2.00,0.40
ed-fleming,8.60,1.90
vern-fleming,11.30,4.80
luis-flores,2.20,0.70
bruce-flowers,4.90,0.90
trentyn-flowers,1.80,0.00
sleepy-floyd,12.80,5.40
jonny-flynn,9.20,3.90
malachi-flynn,4.00,1.80
mike-flynn,6.20,2.20
larry-fogle,1.00,0.00
jack-foley,4.80,0.50
ike-fontaine,1.80,0.70
levi-fontaine,3.80,0.60
simone-fontecchio,5.90,0.90
jeff-foote,1.00,0.00
bryn-forbes,8.80,1.20
gary-forbes,5.80,0.90
aleem-ford,2.80,0.40
alphonso-ford,3.20,0.90
alton-ford,2.50,0.20
chris-ford,9.20,3.40
don-ford,6.40,1.40
jake-ford,4.10,1.10
jordan-ford,2.00,0.30
phil-ford,11.60,6.40
sharrod-ford,1.30,0.00
sherell-ford,3.20,0.20
tj-ford,11.20,5.80
donnie-forman,4.10,1.70
bayard-forrest,4.10,2.10
trent-forrest,2.80,1.90
joseph-forte,1.20,0.70
courtney-fortson,3.50,1.00
danny-fortson,8.20,0.70
fred-foster,7.80,1.10
greg-foster,3.90,0.50
jeff-foster,4.90,0.90
rod-foster,7.50,2.30
michael-foster-jr,0.00,0.00
antonis-fotsis,3.90,0.40
evan-fournier,13.60,2.50
larry-foust,13.70,1.70
jerry-fowler,1.50,0.30
tremaine-fowlkes,2.90,0.50
deaaron-fox,23.50,6.30
harold-fox,3.10,1.00
jim-fox,9.30,1.60
rick-fox,9.60,2.80
randy-foye,10.30,2.80
adonal-foyle,4.10,0.50
richie-frahm,3.60,0.60
steve-francis,18.10,6.00
tellis-frank,6.50,1.00
nat-frankel,2.70,0.50
jamaal-franklin,1.80,0.40
robert-franks,6.10,0.70
tim-frazier,4.90,4.00
walt-frazier,18.90,6.10
will-frazier,0.50,0.50
michael-frazier-ii,2.10,0.20
melvin-frazier-jr,2.70,0.20
anthony-frederick,4.90,0.90
jimmer-fredette,6.00,1.40
world-free,20.30,3.70
enes-freedom,11.20,0.90
joel-freeland,3.20,0.40
donnie-freeman,10.80,2.70
enrique-freeman,2.10,0.40
gary-freeman,3.20,0.70
rod-freeman,3.00,0.40
javon-freeman-liberty,7.00,1.80
matt-freije,3.20,0.60
frido-frey,3.80,0.60
larry-friend,4.00,1.10
pat-frink,2.60,1.10
jim-fritsche,3.90,0.90
channing-frye,8.70,1.00
bernie-fryer,6.20,3.00
frank-fucarino,5.00,0.30
alex-fudge,2.50,0.00
herm-fuetsch,2.60,0.40
joe-fulks,16.40,1.20
hiram-fuller,2.00,0.50
todd-fuller,3.70,0.20
tony-fuller,4.00,1.90
markelle-fultz,2.90,1.30
lawrence-funderburke,6.40,0.60
andrew-funk,0.00,0.00
terry-furlow,10.70,2.40
johnny-furphy,2.10,0.40
billy-gabor,9.80,2.00
wenyen-gabriel,4.40,0.50
dan-gadzuric,4.70,0.40
tony-gaffney,,
daniel-gafford,12.30,1.40
deng-gai,0.00,0.00
elmer-r-gainer,1.50,0.50
corey-gaines,3.10,3.10
reece-gaines,1.70,0.70
sundiata-gaines,4.50,1.80
mike-gale,7.40,4.30
chad-gallagher,3.00,0.00
harry-gallatin,13.00,1.80
danilo-gallinari,14.90,1.90
jaylin-galloway,,
langston-galloway,8.10,1.60
dave-gambee,10.60,1.00
kevin-gamble,9.50,2.00
bob-gantt,3.10,0.20
jorge-garbajosa,8.00,1.70
ruben-garces,1.20,0.40
alex-garcia,4.70,1.80
francisco-garcia,7.90,1.40
earl-gardner,1.80,0.40
thomas-gardner,2.30,0.20
vern-gardner,8.90,1.60
jack-garfinkel,5.20,1.50
patricio-garino,0.00,0.00
darius-garland,20.60,6.70
gary-garland,4.30,1.90
winston-garland,9.40,4.70
dick-garmaker,13.30,2.60
chris-garner,1.60,1.40
bill-garnett,5.50,1.30
kevin-garnett,17.80,3.70
marlon-garnett,2.10,0.80
billy-garrett,6.50,1.80
calvin-garrett,5.20,1.50
dean-garrett,4.80,0.60
diante-garrett,3.20,1.70
eldo-garrett,10.30,2.50
marcus-garrett,7.00,3.30
rowland-garrett,5.10,0.40
tom-garrick,5.40,3.40
john-garris,4.00,0.30
kiwane-garris,2.30,1.00
pat-garrity,7.30,0.80
usman-garuba,2.60,0.80
jim-garvin,0.30,0.00
luka-garza,3.50,0.30
marc-gasol,14.00,3.40
pau-gasol,17.00,3.20
frank-gates,4.50,1.40
kaiser-gates,0.00,0.00
chris-gatling,10.30,0.70
kenny-gattison,7.90,0.90
rudy-gay,15.80,2.00
ed-gayda,3.90,0.90
andrew-gaze,1.70,0.40
michael-gbinije,0.40,0.20
reggie-geary,2.10,1.10
alonzo-gee,6.60,1.10
matt-geiger,9.20,0.70
mickael-gelabale,4.60,0.80
devean-george,5.60,0.90
jack-george,10.20,4.30
keyonte-george,16.80,5.60
kyshawn-george,8.70,2.50
paul-george,16.20,4.30
tate-george,4.20,1.80
marcus-georges-hunt,1.60,0.20
gus-gerard,5.70,0.80
derrick-gervin,8.80,0.50
george-gervin,26.20,2.80
gorham-getchell,0.30,0.00
john-gianelli,7.80,1.50
dick-gibbs,5.20,0.80
daniel-gibson,7.80,2.00
dee-gibson,6.40,2.90
jonathan-gibson,6.70,1.40
mel-gibson,1.40,0.70
mike-gibson,1.60,0.20
taj-gibson,2.90,0.60
ward-gibson,5.50,1.20
jr-giddens,1.90,0.30
josh-giddey,14.60,7.20
trey-gilder,1.00,0.00
harry-giles-iii,5.40,1.10
shai-gilgeous-alexander,32.70,6.40
anthony-gill,2.50,0.30
eddie-gill,3.10,1.20
kendall-gill,13.40,3.00
ben-gillery,1.00,0.10
collin-gillespie,5.90,2.40
freddie-gillespie,4.60,0.50
gene-gillette,0.60,0.10
armen-gilliam,13.70,1.20
herm-gilliam,10.80,3.80
artis-gilmore,17.10,2.00
walt-gilmore,2.10,0.40
chuck-gilmur,5.80,1.50
jacob-gilyard,4.20,3.40
manu-ginobili,13.30,3.80
gordan-giricek,9.60,1.50
jack-givens,6.70,0.90
mickell-gladness,2.20,0.20
george-glamack,9.30,1.70
gerald-glass,7.70,1.50
mike-glenn,7.60,1.60
norman-glick,2.00,0.00
georgi-glouchkov,4.90,0.70
clarence-glover,2.60,0.20
dion-glover,8.20,1.50
andreas-glyniadakis,1.30,0.10
mike-gminski,11.70,1.30
rudy-gobert,12.00,1.80
dan-godfread,1.20,0.00
tom-gola,11.30,4.20
ben-goldfaden,1.00,0.00
anthony-goldwire,6.30,2.80
ryan-gomes,10.10,1.50
glen-gondrezick,5.80,1.40
grant-gondrezick,5.00,1.30
drew-gooden,11.00,1.10
gail-goodrich,18.60,4.70
steve-goodrich,1.10,0.50
archie-goodwin,6.30,1.20
brandon-goodwin,4.70,1.90
jordan-goodwin,5.60,1.40
wilfred-goodwin,4.40,0.30
aaron-gordon,14.70,3.20
ben-gordon,14.90,2.50
drew-gordon,1.90,0.20
eric-gordon,6.80,1.70
lancaster-gordon,5.60,1.50
paul-gordon,0.80,0.80
marcin-gortat,9.90,1.10
jazian-gortman,1.50,0.40
leo-gottlieb,5.50,0.40
andrew-goudelock,4.00,0.50
bato-govedarica,3.30,1.00
joe-graboski,11.00,1.80
ricky-grace,1.30,0.30
devonte-graham,11.10,4.30
greg-graham,4.50,1.00
joey-graham,5.90,0.50
mal-graham,4.70,1.10
orlando-graham,1.10,0.00
paul-graham,8.40,2.00
stephen-graham,4.00,0.50
treveon-graham,4.20,0.80
jim-grandholm,3.00,0.30
ronnie-grandison,2.40,0.60
danny-granger,16.80,1.90
stewart-granger,4.00,2.20
brian-grant,10.50,1.20
bud-grant,2.60,0.90
gary-grant,7.90,5.50
greg-grant,2.80,2.70
harvey-grant,9.90,1.60
horace-grant,11.20,2.20
jerami-grant,14.40,2.10
jerian-grant,6.10,2.90
josh-grant,3.00,0.50
paul-grant,1.80,0.20
travis-grant,3.60,0.20
donte-grantham,0.00,0.00
don-grate,2.00,1.50
butch-graves,1.30,0.30
hassani-gravett,6.30,2.50
aaron-gray,3.40,0.70
devin-gray,2.50,0.30
ed-gray,6.20,0.80
evric-gray,2.60,0.40
gary-gray,2.40,0.60
josh-gray,4.90,2.00
leonard-gray,10.80,2.20
raiquan-gray,9.80,3.30
stuart-gray,2.30,0.40
sylvester-gray,8.00,2.10
wyndol-gray,5.40,0.70
jeff-grayer,7.40,1.40
bob-greacen,2.60,0.90
ac-green,9.60,1.10
aj-green,7.40,1.50
danny-green,8.70,1.50
devin-green,0.90,0.30
draymond-green,9.00,5.60
erick-green,3.10,0.80
gerald-green,9.70,0.90
jamychal-green,7.70,0.90
jalen-green,21.00,3.40
javonte-green,5.10,0.80
jeff-green,5.40,0.60
johnny-green,11.60,1.40
josh-green,7.40,1.60
ken-green,4.40,0.30
kenny-green,4.40,0.30
lamar-green,5.20,0.70
litterial-green,2.90,1.20
luther-green,0.60,0.00
mike-green,8.40,1.40
rickey-green,9.40,5.50
sean-green,4.20,0.50
si-green,9.20,3.30
sidney-green,7.50,0.90
steve-green,4.60,0.60
taurean-green,1.60,0.60
tommy-green,3.90,2.40
willie-green,8.30,1.40
donte-greene,6.10,0.70
orien-greene,2.50,1.20
jerry-greenspan,4.90,0.40
david-greenwood,10.20,2.00
hal-greer,19.20,4.00
lynn-greer,4.10,1.30
gary-gregor,9.80,1.50
claude-gregory,5.40,0.60
john-greig,2.10,0.00
norm-grekin,0.00,0.00
kevin-grevey,11.00,1.90
aj-griffin,7.50,0.80
adrian-griffin,4.00,1.40
blake-griffin,19.00,4.00
eddie-griffin,7.20,0.80
greg-griffin,4.00,0.70
paul-griffin,5.10,2.30
taylor-griffin,1.30,0.10
darrell-griffith,16.20,2.10
chuck-grigsby,2.30,1.00
quentin-grimes,14.60,3.00
derek-grimm,1.60,0.00
george-grimshaw,2.90,0.00
dick-groat,11.90,2.70
bob-gross,8.90,2.90
jerry-grote,1.30,0.40
alex-groza,22.50,2.40
anthony-grundy,4.30,0.80
ernie-grunfeld,7.40,2.00
gene-guarilia,3.20,0.30
petur-gudmundsson,4.60,1.00
marko-guduric,3.90,1.00
richie-guerin,17.30,5.00
mouhamadou-gueye,2.40,0.50
mouhamed-gueye,6.00,0.80
tom-gugliotta,13.00,2.80
andres-guibert,2.70,0.50
jay-guidinger,1.50,0.30
coulby-gunther,10.60,0.80
dave-gunther,2.00,3.00
al-guokas,3.80,1.70
matt-guokas,5.80,3.00
matt-guokas,1.70,0.20
jorge-gutierrez,2.90,1.50
kyle-guy,3.10,0.90
aj-guyton,5.50,1.80
seung-jin-ha,1.50,0.10
rui-hachimura,13.10,1.40
rudy-hackett,2.30,0.50
hamed-haddadi,2.20,0.30
scott-haffner,4.30,1.80
cliff-hagan,18.00,3.00
glenn-hagan,1.80,2.00
ashton-hagans,3.80,2.60
bob-hahn,1.00,0.10
al-hairston,2.20,1.00
happy-hairston,14.80,1.60
lindsay-hairston,5.80,0.40
malik-hairston,2.40,0.50
pj-hairston,6.00,0.50
marcus-haislip,3.50,0.20
chuck-halbert,8.80,1.40
harvey-halbrook,5.50,0.40
bruce-hale,9.10,3.00
jack-haley,3.50,0.20
tyrese-haliburton,18.60,9.20
shaler-halimon,6.70,1.80
devon-hall,1.80,1.20
donta-hall,5.10,0.70
jordan-hall,3.10,1.20
josh-hall,4.10,1.30
mike-hall,1.00,0.50
pj-hall,1.70,0.20
tyler-hall,0.00,0.00
jeff-halliburton,6.10,1.30
darvin-ham,2.70,0.50
steve-hamer,2.20,0.20
dale-hamilton,1.80,1.20
daniel-hamilton,2.80,1.20
dennis-hamilton,2.90,0.60
jordan-hamilton,5.90,0.80
justin-hamilton,6.10,0.80
ralph-hamilton,6.00,1.70
richard-hamilton,17.10,3.40
roylee-hamilton,4.60,2.60
steve-hamilton,4.50,0.50
tang-hamilton,2.20,0.60
thomas-hamilton,3.20,0.50
zendon-hamilton,4.40,0.20
geert-hammink,1.80,0.30
tom-hammonds,5.30,0.60
aj-hammons,2.20,0.20
rj-hampton,6.80,1.80
darrin-hancock,3.50,0.70
ben-handlogten,4.30,0.50
cecil-hankins,4.90,0.30
phil-hankinson,3.90,0.20
dusty-hannahs,5.00,1.30
alex-hannum,6.00,1.70
don-hanrahan,1.80,0.60
rollen-hans,7.00,2.60
ben-hansbrough,2.00,0.80
tyler-hansbrough,6.70,0.40
bob-hansen,6.90,1.60
glenn-hansen,5.30,0.80
lars-hansen,5.10,0.90
travis-hansen,3.00,0.50
reggie-hanson,0.80,0.10
bill-hanzlik,7.20,2.80
luke-harangody,3.60,0.50
anfernee-hardaway,15.20,5.00
tim-hardaway,17.70,8.20
tim-hardaway-jr,11.00,1.60
james-harden,22.80,8.70
reggie-harding,9.00,1.70
charlie-hardnett,7.30,0.60
alan-hardy,3.20,0.40
jaden-hardy,8.70,1.40
james-hardy,5.70,1.30
john-hargis,9.60,1.50
elijah-harkless,3.20,0.80
maurice-harkless,6.90,0.90
jerry-harkness,5.80,1.20
