PLAYER_NAME,TEAM_NAME,COUNTRY,POINT_PER_GAME,REBOUND_PER_GAME,ASSIST_PER_GAME
terry-duerod,Detroit Pistons,USA,6.7,1.1,1.2
bob-duffy,Chicago Stags,USA,1.1,,0.0
bob-duffy,Detroit Pistons,USA,4.3,1.1,1.8
chris-duhon,Chicago Bulls,USA,6.5,2.3,4.4
duje-dukan,Sacramento Kings,Croatia,6.0,4.0,1.0
david-duke-jr,San Antonio Spurs,USA,2.7,0.8,0.7
walter-dukes,Detroit Pistons,USA,10.4,11.3,1.1
joe-dumars,Detroit Pistons,USA,16.1,2.2,4.5
richard-dumas,Phoenix Suns,USA,10.6,3.4,1.1
tony-dumas,Dallas Mavericks,USA,7.3,1.3,1.2
andy-duncan,Sacramento Kings,USA,5.5,2.1,0.7
tim-duncan,San Antonio Spurs,US Virgin Islands,19.0,10.8,3.0
mike-dunleavy,Golden State Warriors,USA,11.2,4.3,2.2
mike-dunleavy,Houston Rockets,USA,8.0,1.6,3.9
kris-dunn,LA Clippers,USA,6.4,3.4,2.8
pat-dunn,Golden State Warriors,USA,2.5,1.1,1.0
ryan-dunn,Phoenix Suns,USA,6.9,3.6,0.8
tr-dunn,Denver Nuggets,USA,5.1,4.4,1.6
ronald-dupree,Detroit Pistons,USA,3.5,2.2,0.6
kevin-durant,Phoenix Suns,USA,26.6,6.0,4.2
jalen-duren,Detroit Pistons,USA,11.8,10.3,2.7
john-duren,Utah Jazz,USA,3.5,1.1,2.0
pat-durham,Minnesota Timberwolves,USA,5.0,1.7,0.9
devin-durrant,Indiana Pacers,USA,5.0,2.1,1.3
ken-durrett,Sacramento Kings,USA,4.0,1.9,0.5
trevon-duval,Milwaukee Bucks,USA,1.7,0.3,0.7
jack-dwan,Los Angeles Lakers,USA,4.6,,2.2
craig-dykema,Phoenix Suns,USA,1.3,0.4,0.5
gene-dyker,Atlanta Hawks,USA,1.5,1.5,0.5
jerome-dyson,New Orleans Pelicans,USA,7.4,2.1,2.0
ledell-eackles,Washington Wizards,USA,10.8,2.2,1.7
jim-eakins,Sacramento Kings,USA,5.5,3.8,1.3
acie-earl,Boston Celtics,USA,5.1,2.7,0.3
ed-earle,Philadelphia 76ers,USA,2.0,1.0,0.0
cleanthony-early,New York Knicks,USA,4.3,2.2,0.8
tari-eason,Houston Rockets,USA,12.0,6.4,1.5
mark-eaton,Utah Jazz,USA,6.0,7.9,1.0
jerry-eaves,Utah Jazz,USA,6.7,1.2,2.5
devin-ebanks,Los Angeles Lakers,USA,3.6,1.9,0.4
bill-ebben,Detroit Pistons,USA,1.9,1.0,0.5
al-eberhard,Detroit Pistons,USA,6.8,3.5,0.8
ndudi-ebi,Minnesota Timberwolves,USA,2.1,1.0,0.2
jaime-echenique,Washington Wizards,Colombia,0.0,0.0,0.0
jarell-eddie,Washington Wizards,USA,2.6,0.9,0.1
patrick-eddie,New York Knicks,USA,1.0,0.3,0.0
thomas-eddleman,Detroit Pistons,USA,12.1,4.5,2.1
kent-edelin,Indiana Pacers,USA,1.1,2.6,1.0
zach-edey,Memphis Grizzlies,Canada,9.2,8.3,1.0
keith-edmonson,San Antonio Spurs,USA,6.0,1.5,0.6
tyus-edney,Sacramento Kings,USA,7.6,1.7,4.0
anthony-edwards,Minnesota Timberwolves,USA,27.6,5.7,4.5
bill-edwards,Philadelphia 76ers,USA,2.0,4.7,1.3
blue-edwards,Utah Jazz,USA,10.8,3.4,2.0
carsen-edwards,Detroit Pistons,USA,3.7,1.1,0.7
corsley-edwards,New Orleans Pelicans,USA,2.7,2.5,0.3
doug-edwards,Atlanta Hawks,USA,2.4,1.8,0.7
franklin-edwards,Philadelphia 76ers,USA,6.1,1.0,2.6
james-edwards,Indiana Pacers,USA,12.7,5.1,1.3
jay-edwards,LA Clippers,USA,1.8,0.5,1.0
jesse-edwards,Minnesota Timberwolves,Netherlands,0.0,0.0,0.5
john-edwards,Atlanta Hawks,USA,1.5,1.0,0.1
justin-edwards,Philadelphia 76ers,USA,10.1,3.4,1.6
kessler-edwards,Dallas Mavericks,USA,4.2,2.9,1.1
kevin-edwards,Miami Heat,USA,10.9,2.7,2.7
rob-edwards,Oklahoma City Thunder,USA,1.5,1.5,0.0
shane-edwards,Cleveland Cavaliers,USA,1.0,1.0,0.0
vincent-edwards,Houston Rockets,USA,1.5,1.0,0.0
johnny-egan,Washington Wizards,USA,7.8,1.8,3.0
lonnie-eggleston,St. Louis Bombers,USA,2.0,,0.5
eddie-ehlers,Boston Celtics,USA,8.1,,1.8
craig-ehlo,Cleveland Cavaliers,USA,8.6,3.6,2.8
dick-eichhorst,Atlanta Hawks,USA,2.0,1.0,3.0
howard-eisley,Utah Jazz,USA,6.5,1.7,3.5
obinna-ekezie,Atlanta Hawks,Nigeria,3.6,2.7,0.2
khalid-el-amin,Chicago Bulls,USA,6.3,1.6,2.9
don-eliason,Boston Celtics,USA,0.0,,0.0
mario-elie,Houston Rockets,USA,8.6,2.8,2.6
cj-elleby,Minnesota Timberwolves,USA,4.6,2.9,1.1
ray-ellefson,New York Knicks,USA,1.0,2.7,0.0
henry-ellenson,Detroit Pistons,USA,4.1,2.5,0.6
wayne-ellington,Los Angeles Lakers,USA,8.0,2.1,1.1
bob-elliott,Brooklyn Nets,USA,7.0,3.6,1.4
sean-elliott,San Antonio Spurs,USA,14.2,4.3,2.6
alexander-ellis,Los Angeles Lakers,USA,5.1,5.2,0.7
bo-ellis,Denver Nuggets,USA,3.6,2.9,0.7
dale-ellis,Oklahoma City Thunder,USA,15.7,3.5,1.4
harold-ellis,LA Clippers,USA,5.8,2.0,0.6
joe-ellis,Golden State Warriors,USA,8.8,5.1,1.4
keon-ellis,Sacramento Kings,USA,8.3,2.7,1.5
laphonso-ellis,Denver Nuggets,USA,11.9,6.5,1.6
leron-ellis,Charlotte Hornets,USA,3.0,2.4,0.3
leroy-ellis,Los Angeles Lakers,USA,9.7,8.3,1.3
monta-ellis,Golden State Warriors,USA,17.8,3.5,4.6
pervis-ellison,Washington Wizards,USA,9.5,6.7,1.5
len-elmore,Brooklyn Nets,USA,4.6,4.2,0.9
francisco-elson,Denver Nuggets,Netherlands,3.7,3.5,0.6
darrell-elston,Indiana Pacers,USA,1.0,1.2,0.4
melvin-ely,Charlotte Hornets,USA,5.3,3.2,0.7
joel-embiid,Philadelphia 76ers,Cameroon,23.8,8.2,4.5
wayne-embry,Sacramento Kings,USA,12.5,9.1,1.4
andre-emmett,Memphis Grizzlies,USA,1.4,0.6,0.1
ned-endress,Cleveland Rebels,USA,0.9,,0.3
chris-engler,Golden State Warriors,USA,1.8,2.0,0.2
wayne-englestad,Denver Nuggets,USA,2.5,1.5,0.6
aj-english,Washington Wizards,USA,9.9,2.1,2.1
alex-english,Denver Nuggets,USA,21.5,5.5,3.6
claude-english,Portland Trail Blazers,USA,1.5,1.1,0.3
jojo-english,Chicago Bulls,USA,3.6,1.1,0.9
kim-english,Detroit Pistons,USA,2.9,0.9,0.6
scott-english,Phoenix Suns,USA,3.2,1.5,0.5
gene-englund,Boston Celtics,USA,7.8,,0.9
tyler-ennis,Los Angeles Lakers,Canada,4.2,1.3,1.9
james-ennis-iii,Denver Nuggets,USA,6.7,3.3,0.9
ray-epps,Golden State Warriors,USA,2.0,0.4,0.2
semih-erden,Boston Celtics,Turkey,3.8,2.8,0.4
bo-erias,Los Angeles Lakers,USA,8.2,4.6,1.4
keith-erickson,Los Angeles Lakers,USA,9.5,4.5,2.6
julius-erving,Philadelphia 76ers,USA,22.0,6.7,3.9
evan-eschmeyer,Brooklyn Nets,USA,2.8,3.9,0.5
jack-eskridge,Indianapolis Jets,USA,2.8,,0.6
vincenzo-esposito,Toronto Raptors,Italy,3.9,0.5,0.8
tyson-etienne,Brooklyn Nets,USA,7.9,1.3,1.7
drew-eubanks,LA Clippers,USA,4.6,3.7,0.9
bob-evans,Indianapolis Olympians,USA,3.0,,1.2
brian-evans,Orlando Magic,USA,3.7,1.6,0.8
earl-evans,Detroit Pistons,USA,4.4,2.1,1.0
jacob-evans,Golden State Warriors,USA,2.8,1.1,0.9
jawun-evans,LA Clippers,USA,4.2,1.7,2.0
jeremy-evans,Utah Jazz,USA,3.5,2.6,0.4
maurice-evans,Atlanta Hawks,USA,6.7,2.5,0.7
mike-evans,Denver Nuggets,USA,7.7,1.4,2.6
reggie-evans,Oklahoma City Thunder,USA,4.1,7.1,0.6
tyreke-evans,Sacramento Kings,USA,15.7,4.6,4.8
tosan-evbuomwan,Brooklyn Nets,United Kingdom,9.5,4.3,2.0
daniel-ewing,LA Clippers,USA,3.4,1.2,1.4
patrick-ewing,New York Knicks,Jamaica,21.0,9.8,1.9
patrick-ewing,New Orleans Pelicans,USA,0.4,0.3,0.3
danté-exum,Dallas Mavericks,Australia,8.7,1.7,2.8
christian-eyenga,Cleveland Cavaliers,Congo,6.3,2.7,0.8
festus-ezeli,Golden State Warriors,Nigeria,4.2,4.3,0.4
johnny-ezersky,Baltimore Bullets,USA,7.6,,1.3
joe-fabel,Pittsburgh Ironmen,USA,2.1,,0.1
john-fairchild,Los Angeles Lakers,USA,2.0,1.5,0.4
tacko-fall,Cleveland Cavaliers,Senegal,2.2,2.4,0.2
phil-farbman,Golden State Warriors,USA,3.2,,0.8
kenneth-faried,Denver Nuggets,USA,11.4,8.1,1.0
dick-farley,Philadelphia 76ers,USA,6.5,2.5,1.8
jordan-farmar,Los Angeles Lakers,USA,7.7,1.9,2.9
desmon-farmer,Oklahoma City Thunder,USA,2.4,0.6,1.0
jim-farmer,Oklahoma City Thunder,USA,5.3,1.4,0.8
mike-farmer,Atlanta Hawks,USA,6.7,4.6,1.3
tony-farmer,Golden State Warriors,USA,5.3,3.2,0.8
bob-faught,Cleveland Rebels,USA,6.7,,0.6
vitor-faverani,Boston Celtics,Brazil,4.4,3.5,0.4
derrick-favors,Houston Rockets,USA,10.6,7.1,1.1
nick-fazekas,LA Clippers,USA,4.1,3.4,0.4
dave-fedor,Golden State Warriors,USA,0.9,0.9,0.1
bob-feerick,Washington Capitols,USA,13.3,,2.0
butch-feher,Phoenix Suns,USA,5.2,1.5,0.8
jamie-feick,Brooklyn Nets,USA,4.5,7.1,0.7
ron-feiereisel,Los Angeles Lakers,USA,3.0,0.6,0.6
george-feigenbaum,Baltimore Bullets,USA,3.1,1.4,1.1
dave-feitl,Houston Rockets,USA,4.3,3.0,0.5
kay-felder,Cleveland Cavaliers,USA,3.8,1.0,1.3
cristiano-felicio,Chicago Bulls,Brazil,4.3,3.9,0.7
carrick-felix,Cleveland Cavaliers,USA,2.7,0.9,0.6
noel-felix,Oklahoma City Thunder,USA,1.5,1.1,0.2
ray-felix,New York Knicks,USA,10.9,8.9,0.7
raymond-felton,Charlotte Hornets,USA,11.2,3.0,5.2
jake-fendley,Detroit Pistons,USA,2.8,1.2,0.9
bill-fenley,Boston Celtics,USA,2.6,,0.5
desmond-ferguson,Portland Trail Blazers,USA,1.9,0.6,0.1
terrance-ferguson,Oklahoma City Thunder,USA,4.5,1.3,0.7
rudy-fernandez,Portland Trail Blazers,Spain,9.1,2.4,2.2
bruno-fernando,Toronto Raptors,Angola,3.4,3.0,1.1
eric-fernsten,Boston Celtics,USA,2.4,1.7,0.4
al-ferrari,Atlanta Hawks,USA,6.8,2.2,2.5
rolando-ferreira,Portland Trail Blazers,USA,0.8,1.1,0.1
duane-ferrell,Atlanta Hawks,USA,6.4,1.9,0.9
yogi-ferrell,Sacramento Kings,USA,7.7,2.1,2.3
arnie-ferrin,Los Angeles Lakers,USA,5.8,4.0,1.6
bob-ferry,Detroit Pistons,USA,9.1,5.3,1.4
danny-ferry,Cleveland Cavaliers,USA,7.0,2.8,1.3
kyrylo-fesenko,Utah Jazz,Ukraine,2.3,2.0,0.3
kenny-fields,Milwaukee Bucks,USA,6.2,2.5,1.0
landry-fields,New York Knicks,USA,6.8,4.3,1.6
ron-filipek,Philadelphia 76ers,USA,2.3,1.3,0.4
kyle-filipowski,Utah Jazz,USA,9.6,6.1,1.9
greg-fillmore,New York Knicks,USA,2.4,2.2,0.4
hank-finkel,Boston Celtics,USA,5.1,3.9,0.8
michael-finley,Dallas Mavericks,USA,15.7,4.4,2.9
danny-finn,Golden State Warriors,USA,7.3,3.9,4.0
dorian-finney-smith,Los Angeles Lakers,USA,8.7,3.9,1.4
matt-fish,LA Clippers,USA,3.5,2.2,0.5
derek-fisher,Los Angeles Lakers,USA,8.3,2.1,3.0
gerald-fitch,Miami Heat,USA,4.7,1.7,1.8
malik-fitts,LA Clippers,USA,1.3,1.1,0.3
bob-fitzgerald,Toronto Huskies,USA,3.1,,0.6
dick-fitzgerald,Toronto Huskies,USA,4.5,,0.7
marcus-fizer,Chicago Bulls,USA,9.6,4.6,1.2
adam-flagler,Oklahoma City Thunder,USA,1.8,0.7,0.3
jerry-fleishman,Golden State Warriors,USA,5.8,4.6,1.6
al-fleming,Oklahoma City Thunder,USA,2.0,1.5,0.4
ed-fleming,Los Angeles Lakers,USA,8.6,5.2,1.9
vern-fleming,Indiana Pacers,USA,11.3,3.4,4.8
luis-flores,Golden State Warriors,USA,2.2,0.2,0.7
bruce-flowers,Cleveland Cavaliers,USA,4.9,3.4,0.9
trentyn-flowers,LA Clippers,USA,1.8,0.7,0.0
sleepy-floyd,Houston Rockets,USA,12.8,2.6,5.4
jonny-flynn,Minnesota Timberwolves,USA,9.2,1.9,3.9
malachi-flynn,Charlotte Hornets,USA,4.0,1.8,1.8
mike-flynn,Indiana Pacers,USA,6.2,2.1,2.2
larry-fogle,New York Knicks,USA,1.0,1.5,0.0
jack-foley,New York Knicks,USA,4.8,1.5,0.5
ike-fontaine,Memphis Grizzlies,USA,1.8,0.8,0.7
levi-fontaine,Golden State Warriors,USA,3.8,0.4,0.6
simone-fontecchio,Detroit Pistons,Italy,5.9,2.9,0.9
jeff-foote,New Orleans Pelicans,USA,1.0,1.5,0.0
bryn-forbes,Minnesota Timberwolves,USA,8.8,1.7,1.2
gary-forbes,Denver Nuggets,Panama,5.8,2.0,0.9
aleem-ford,Orlando Magic,USA,2.8,3.0,0.4
alphonso-ford,Oklahoma City Thunder,USA,3.2,1.8,0.9
alton-ford,Phoenix Suns,USA,2.5,1.7,0.2
chris-ford,Detroit Pistons,USA,9.2,3.0,3.4
don-ford,Los Angeles Lakers,USA,6.4,3.6,1.4
jake-ford,Oklahoma City Thunder,USA,4.1,0.6,1.1
jordan-ford,Sacramento Kings,USA,2.0,0.3,0.3
phil-ford,Sacramento Kings,USA,11.6,1.8,6.4
sharrod-ford,Phoenix Suns,USA,1.3,1.0,0.0
sherell-ford,Oklahoma City Thunder,USA,3.2,0.9,0.2
tj-ford,Indiana Pacers,USA,11.2,3.1,5.8
donnie-forman,Los Angeles Lakers,USA,4.1,,1.7
bayard-forrest,Phoenix Suns,USA,4.1,4.1,2.1
trent-forrest,Atlanta Hawks,USA,2.8,1.5,1.9
joseph-forte,Oklahoma City Thunder,USA,1.2,0.7,0.7
courtney-fortson,Houston Rockets,USA,3.5,1.5,1.0
danny-fortson,Denver Nuggets,USA,8.2,7.2,0.7
fred-foster,Philadelphia 76ers,USA,7.8,2.4,1.1
greg-foster,Utah Jazz,USA,3.9,2.6,0.5
jeff-foster,Indiana Pacers,USA,4.9,6.9,0.9
rod-foster,Phoenix Suns,USA,7.5,1.2,2.3
michael-foster-jr,Philadelphia 76ers,USA,0.0,0.0,0.0
antonis-fotsis,Memphis Grizzlies,Greece,3.9,2.2,0.4
evan-fournier,Detroit Pistons,France,13.6,2.7,2.5
larry-foust,Detroit Pistons,USA,13.7,9.8,1.7
jerry-fowler,Atlanta Hawks,USA,1.5,1.7,0.3
tremaine-fowlkes,LA Clippers,USA,2.9,2.2,0.5
deaaron-fox,San Antonio Spurs,USA,23.5,4.8,6.3
harold-fox,LA Clippers,USA,3.1,0.8,1.0
jim-fox,Oklahoma City Thunder,USA,9.3,7.4,1.6
rick-fox,Los Angeles Lakers,Canada,9.6,3.8,2.8
randy-foye,Minnesota Timberwolves,USA,10.3,2.2,2.8
adonal-foyle,Golden State Warriors,St. Vincent & Grenadines,4.1,4.7,0.5
richie-frahm,Oklahoma City Thunder,USA,3.6,1.2,0.6
steve-francis,Houston Rockets,USA,18.1,5.6,6.0
tellis-frank,Golden State Warriors,USA,6.5,3.9,1.0
nat-frankel,Pittsburgh Ironmen,USA,2.7,,0.5
jamaal-franklin,Memphis Grizzlies,USA,1.8,1.0,0.4
robert-franks,Orlando Magic,USA,6.1,2.0,0.7
tim-frazier,Cleveland Cavaliers,USA,4.9,2.3,4.0
walt-frazier,New York Knicks,USA,18.9,5.9,6.1
will-frazier,Golden State Warriors,USA,0.5,2.5,0.5
michael-frazier-ii,Houston Rockets,USA,2.1,0.8,0.2
melvin-frazier-jr,Oklahoma City Thunder,USA,2.7,0.9,0.2
anthony-frederick,Charlotte Hornets,USA,4.9,1.9,0.9
jimmer-fredette,Sacramento Kings,USA,6.0,1.0,1.4
world-free,Cleveland Cavaliers,USA,20.3,2.7,3.7
enes-freedom,Boston Celtics,Turkey,11.2,7.8,0.9
joel-freeland,Portland Trail Blazers,United Kingdom,3.2,3.4,0.4
donnie-freeman,Los Angeles Lakers,USA,10.8,2.8,2.7
enrique-freeman,Indiana Pacers,USA,2.1,1.4,0.4
gary-freeman,Milwaukee Bucks,USA,3.2,2.0,0.7
rod-freeman,Philadelphia 76ers,USA,3.0,1.5,0.4
javon-freeman-liberty,Toronto Raptors,USA,7.0,3.2,1.8
matt-freije,New Orleans Pelicans,USA,3.2,2.0,0.6
frido-frey,New York Knicks,USA,3.8,,0.6
larry-friend,New York Knicks,USA,4.0,2.4,1.1
pat-frink,Sacramento Kings,USA,2.6,0.9,1.1
jim-fritsche,Baltimore Bullets,USA,3.9,3.0,0.9
channing-frye,Phoenix Suns,USA,8.7,4.5,1.0
bernie-fryer,Portland Trail Blazers,USA,6.2,1.8,3.0
frank-fucarino,Toronto Huskies,USA,5.0,,0.3
alex-fudge,Dallas Mavericks,USA,2.5,0.8,0.0
herm-fuetsch,Baltimore Bullets,USA,2.6,,0.4
joe-fulks,Golden State Warriors,USA,16.4,5.3,1.2
hiram-fuller,Atlanta Hawks,USA,2.0,2.8,0.5
todd-fuller,Golden State Warriors,USA,3.7,3.0,0.2
tony-fuller,Detroit Pistons,USA,4.0,2.8,1.9
markelle-fultz,Sacramento Kings,USA,2.9,1.0,1.3
lawrence-funderburke,Sacramento Kings,USA,6.4,3.6,0.6
andrew-funk,Denver Nuggets,USA,0.0,0.0,0.0
terry-furlow,Cleveland Cavaliers,USA,10.7,2.1,2.4
johnny-furphy,Indiana Pacers,Australia,2.1,1.4,0.4
billy-gabor,Philadelphia 76ers,USA,9.8,1.8,2.0
wenyen-gabriel,Memphis Grizzlies,South Sudan,4.4,3.4,0.5
dan-gadzuric,Milwaukee Bucks,Netherlands,4.7,4.4,0.4
tony-gaffney,Memphis Grizzlies,USA,,,
daniel-gafford,Dallas Mavericks,USA,12.3,6.8,1.4
deng-gai,Philadelphia 76ers,South Sudan,0.0,0.0,0.0
elmer-r-gainer,Waterloo Hawks,USA,1.5,,0.5
corey-gaines,Brooklyn Nets,USA,3.1,0.9,3.1
reece-gaines,Orlando Magic,USA,1.7,0.7,0.7
sundiata-gaines,Brooklyn Nets,USA,4.5,1.5,1.8
mike-gale,San Antonio Spurs,USA,7.4,2.5,4.3
chad-gallagher,Utah Jazz,USA,3.0,0.0,0.0
harry-gallatin,New York Knicks,USA,13.0,11.9,1.8
danilo-gallinari,Milwaukee Bucks,Italy,14.9,4.7,1.9
jaylin-galloway,Milwaukee Bucks,Australia,,,
langston-galloway,Indiana Pacers,USA,8.1,2.4,1.6
dave-gambee,Philadelphia 76ers,USA,10.6,5.2,1.0
kevin-gamble,Boston Celtics,USA,9.5,2.2,2.0
bob-gantt,Washington Capitols,USA,3.1,,0.2
jorge-garbajosa,Toronto Raptors,Spain,8.0,4.7,1.7
ruben-garces,Phoenix Suns,USA,1.2,2.2,0.4
alex-garcia,New Orleans Pelicans,Brazil,4.7,1.5,1.8
francisco-garcia,Sacramento Kings,Dominican Republic,7.9,2.6,1.4
earl-gardner,Los Angeles Lakers,USA,1.8,,0.4
thomas-gardner,Atlanta Hawks,USA,2.3,0.6,0.2
vern-gardner,Golden State Warriors,USA,8.9,4.0,1.6
jack-garfinkel,Boston Celtics,USA,5.2,,1.5
patricio-garino,Orlando Magic,Argentina,0.0,1.4,0.0
darius-garland,Cleveland Cavaliers,USA,20.6,2.9,6.7
gary-garland,Denver Nuggets,USA,4.3,1.8,1.9
winston-garland,Golden State Warriors,USA,9.4,2.8,4.7
dick-garmaker,Los Angeles Lakers,USA,13.3,4.2,2.6
chris-garner,Toronto Raptors,USA,1.6,0.8,1.4
bill-garnett,Dallas Mavericks,USA,5.5,4.3,1.3
kevin-garnett,Minnesota Timberwolves,USA,17.8,10.0,3.7
marlon-garnett,Boston Celtics,USA,2.1,0.9,0.8
billy-garrett,New York Knicks,USA,6.5,0.8,1.8
calvin-garrett,Houston Rockets,USA,5.2,2.6,1.5
dean-garrett,Minnesota Timberwolves,USA,4.8,5.0,0.6
diante-garrett,Utah Jazz,USA,3.2,1.2,1.7
eldo-garrett,LA Clippers,USA,10.3,3.0,2.5
marcus-garrett,Charlotte Hornets,USA,7.0,1.5,3.3
rowland-garrett,Chicago Bulls,USA,5.1,2.3,0.4
tom-garrick,LA Clippers,USA,5.4,2.0,3.4
john-garris,Cleveland Cavaliers,USA,4.0,2.3,0.3
kiwane-garris,Denver Nuggets,USA,2.3,0.6,1.0
pat-garrity,Orlando Magic,USA,7.3,2.6,0.8
usman-garuba,Golden State Warriors,Spain,2.6,3.8,0.8
jim-garvin,LA Clippers,USA,0.3,0.8,0.0
luka-garza,Minnesota Timberwolves,USA,3.5,1.4,0.3
marc-gasol,Memphis Grizzlies,Spain,14.0,7.4,3.4
pau-gasol,Los Angeles Lakers,Spain,17.0,9.2,3.2
frank-gates,Anderson Packers,USA,4.5,,1.4
kaiser-gates,New Orleans Pelicans,USA,0.0,1.0,0.0
chris-gatling,Golden State Warriors,USA,10.3,5.3,0.7
kenny-gattison,Charlotte Hornets,USA,7.9,4.7,0.9
rudy-gay,Golden State Warriors,USA,15.8,5.6,2.0
ed-gayda,Atlanta Hawks,USA,3.9,2.7,0.9
andrew-gaze,San Antonio Spurs,USA,1.7,0.5,0.4
michael-gbinije,Detroit Pistons,USA,0.4,0.3,0.2
reggie-geary,San Antonio Spurs,USA,2.1,0.8,1.1
alonzo-gee,Cleveland Cavaliers,USA,6.6,3.3,1.1
matt-geiger,Charlotte Hornets,USA,9.2,5.7,0.7
mickael-gelabale,Oklahoma City Thunder,France,4.6,2.3,0.8
devean-george,Los Angeles Lakers,USA,5.6,3.1,0.9
jack-george,Golden State Warriors,USA,10.2,4.2,4.3
keyonte-george,Utah Jazz,USA,16.8,3.8,5.6
kyshawn-george,Washington Wizards,Switzerland,8.7,4.2,2.5
paul-george,Philadelphia 76ers,USA,16.2,5.3,4.3
tate-george,Brooklyn Nets,USA,4.2,1.0,1.8
marcus-georges-hunt,Minnesota Timberwolves,USA,1.6,0.5,0.2
gus-gerard,Sacramento Kings,USA,5.7,2.6,0.8
derrick-gervin,Brooklyn Nets,USA,8.8,2.3,0.5
george-gervin,San Antonio Spurs,USA,26.2,4.6,2.8
gorham-getchell,Pittsburgh Ironmen,USA,0.3,,0.0
john-gianelli,New York Knicks,USA,7.8,5.9,1.5
dick-gibbs,LA Clippers,USA,5.2,1.9,0.8
daniel-gibson,Cleveland Cavaliers,USA,7.8,2.0,2.0
dee-gibson,Atlanta Hawks,USA,6.4,,2.9
jonathan-gibson,Dallas Mavericks,USA,6.7,1.2,1.4
mel-gibson,Los Angeles Lakers,USA,1.4,0.4,0.7
mike-gibson,Detroit Pistons,USA,1.6,1.7,0.2
taj-gibson,Charlotte Hornets,USA,2.9,3.2,0.6
ward-gibson,Waterloo Hawks,USA,5.5,,1.2
jr-giddens,Boston Celtics,USA,1.9,1.4,0.3
josh-giddey,Chicago Bulls,Australia,14.6,8.1,7.2
trey-gilder,Memphis Grizzlies,USA,1.0,0.5,0.0
harry-giles-iii,Sacramento Kings,USA,5.4,3.5,1.1
shai-gilgeous-alexander,Oklahoma City Thunder,Canada,32.7,5.0,6.4
anthony-gill,Washington Wizards,USA,2.5,1.3,0.3
eddie-gill,Indiana Pacers,USA,3.1,1.1,1.2
kendall-gill,Brooklyn Nets,USA,13.4,4.1,3.0
ben-gillery,Sacramento Kings,USA,1.0,1.0,0.1
collin-gillespie,Phoenix Suns,USA,5.9,2.4,2.4
freddie-gillespie,Orlando Magic,USA,4.6,4.6,0.5
gene-gillette,Washington Capitols,USA,0.6,,0.1
armen-gilliam,Brooklyn Nets,USA,13.7,6.9,1.2
herm-gilliam,Atlanta Hawks,USA,10.8,3.8,3.8
artis-gilmore,Chicago Bulls,USA,17.1,10.1,2.0
walt-gilmore,Portland Trail Blazers,USA,2.1,2.7,0.4
chuck-gilmur,Chicago Stags,USA,5.8,4.7,1.5
jacob-gilyard,Cleveland Cavaliers,USA,4.2,1.2,3.4
manu-ginobili,San Antonio Spurs,Argentina,13.3,3.5,3.8
gordan-giricek,Utah Jazz,Croatia,9.6,2.5,1.5
jack-givens,Atlanta Hawks,USA,6.7,2.9,0.9
mickell-gladness,Golden State Warriors,USA,2.2,2.2,0.2
george-glamack,Indianapolis Jets,USA,9.3,,1.7
gerald-glass,Minnesota Timberwolves,USA,7.7,2.5,1.5
mike-glenn,Atlanta Hawks,USA,7.6,1.2,1.6
norman-glick,Los Angeles Lakers,USA,2.0,,0.0
georgi-glouchkov,Phoenix Suns,Bulgaria,4.9,3.3,0.7
clarence-glover,Boston Celtics,USA,2.6,1.8,0.2
dion-glover,Atlanta Hawks,USA,8.2,3.1,1.5
andreas-glyniadakis,Oklahoma City Thunder,Greece,1.3,0.6,0.1
mike-gminski,Brooklyn Nets,USA,11.7,6.9,1.3
rudy-gobert,Minnesota Timberwolves,France,12.0,10.9,1.8
dan-godfread,Minnesota Timberwolves,USA,1.2,0.2,0.0
tom-gola,Golden State Warriors,USA,11.3,8.0,4.2
ben-goldfaden,Washington Capitols,USA,1.0,,0.0
anthony-goldwire,Denver Nuggets,USA,6.3,1.3,2.8
ryan-gomes,Minnesota Timberwolves,USA,10.1,4.6,1.5
glen-gondrezick,Denver Nuggets,USA,5.8,4.5,1.4
grant-gondrezick,Phoenix Suns,USA,5.0,1.6,1.3
drew-gooden,Cleveland Cavaliers,USA,11.0,7.1,1.1
gail-goodrich,Los Angeles Lakers,USA,18.6,3.2,4.7
steve-goodrich,Chicago Bulls,USA,1.1,1.2,0.5
archie-goodwin,Phoenix Suns,USA,6.3,2.0,1.2
brandon-goodwin,Cleveland Cavaliers,USA,4.7,1.6,1.9
jordan-goodwin,Los Angeles Lakers,USA,5.6,3.9,1.4
wilfred-goodwin,Providence Steamrollers,USA,4.4,,0.3
aaron-gordon,Denver Nuggets,USA,14.7,4.8,3.2
ben-gordon,Chicago Bulls,USA,14.9,2.5,2.5
drew-gordon,Philadelphia 76ers,USA,1.9,2.0,0.2
eric-gordon,Philadelphia 76ers,USA,6.8,1.2,1.7
lancaster-gordon,LA Clippers,USA,5.6,1.3,1.5
paul-gordon,Baltimore Bullets,USA,0.8,,0.8
marcin-gortat,Washington Wizards,Poland,9.9,7.9,1.1
jazian-gortman,Dallas Mavericks,USA,1.5,0.3,0.4
leo-gottlieb,New York Knicks,USA,5.5,,0.4
andrew-goudelock,Los Angeles Lakers,USA,4.0,0.7,0.5
bato-govedarica,Philadelphia 76ers,USA,3.3,0.8,1.0
joe-graboski,Golden State Warriors,USA,11.0,8.1,1.8
