PLAYER_NAME,TEAM_NAME,COUNTRY,POINT_PER_GAME,REBOUND_PER_GAME,ASSIST_PER_GAME
sergio-rodriguez,Portland Trail Blazers,Spain,4.9,1.5,3.4
lou-roe,Detroit Pistons,USA,2.0,1.4,0.3
carlos-rogers,Toronto Raptors,USA,7.4,4.3,0.6
johnny-rogers,Sacramento Kings,USA,3.6,1.5,0.4
marshall-rogers,Golden State Warriors,USA,3.8,0.4,0.4
rodney-rogers,LA Clippers,USA,10.9,4.5,2.0
roy-rogers,Memphis Grizzlies,USA,4.8,3.5,0.4
al-roges,Baltimore Bullets,USA,7.5,2.8,2.1
ken-rohloff,Atlanta Hawks,USA,0.0,0.0,0.5
magnum-rolle,Atlanta Hawks,Bahamas,,,
kenny-rollins,Chicago Stags,USA,4.9,1.0,2.0
phil-rollins,Sacramento Kings,USA,5.1,2.2,2.6
ryan-rollins,Milwaukee Bucks,USA,6.2,1.9,1.9
tree-rollins,Atlanta Hawks,USA,5.4,5.8,0.6
lorenzo-romar,Golden State Warriors,USA,5.9,1.3,3.5
rajon-rondo,Cleveland Cavaliers,USA,9.8,4.5,7.9
sean-rooks,LA Clippers,USA,6.2,3.8,0.8
derrick-rose,Memphis Grizzlies,USA,17.4,3.2,5.2
jalen-rose,Indiana Pacers,USA,14.3,3.5,3.8
malik-rose,San Antonio Spurs,USA,6.2,4.1,0.8
robert-rose,LA Clippers,USA,0.0,1.0,0.0
alexander-rosenberg,Golden State Warriors,USA,2.9,,0.5
lennie-rosenbluth,Golden State Warriors,USA,4.2,1.8,0.4
hank-rosenstein,New York Knicks,USA,6.4,,0.6
dick-rosenthal,Detroit Pistons,USA,6.8,4.1,2.0
quinton-ross,LA Clippers,USA,4.1,2.1,0.9
terrence-ross,Phoenix Suns,USA,11.0,2.8,1.3
doug-roth,Washington Wizards,USA,1.9,2.9,0.5
scott-roth,Minnesota Timberwolves,USA,4.7,1.3,1.2
irv-rothenberg,New York Knicks,USA,5.4,,0.7
mickey-rottner,Chicago Stags,USA,5.4,,1.4
dan-roundfield,Atlanta Hawks,USA,15.2,9.7,2.2
giff-roux,St. Louis Bombers,USA,4.1,,0.3
ron-rowan,Portland Trail Blazers,USA,1.7,0.1,0.1
curtis-rowe,Detroit Pistons,USA,11.6,7.2,1.6
jackson-rowe,Golden State Warriors,Canada,3.7,1.8,0.7
jim-rowinski,Miami Heat,USA,2.5,1.5,0.2
derrick-rowland,Milwaukee Bucks,USA,1.5,0.5,0.5
brian-rowsom,Charlotte Hornets,USA,5.6,3.3,0.6
brandon-roy,Portland Trail Blazers,USA,18.8,4.3,4.7
donald-royal,Orlando Magic,USA,6.3,2.8,1.0
bob-royer,Denver Nuggets,USA,4.7,,2.0
clifford-rozier,Golden State Warriors,USA,4.8,5.2,0.6
terry-rozier,Miami Heat,USA,10.6,3.7,2.6
ricky-rubio,Cleveland Cavaliers,Spain,10.8,4.1,7.4
guy-rucker,Golden State Warriors,USA,0.0,0.3,0.3
delaney-rudd,Utah Jazz,USA,3.4,0.8,2.2
john-rudd,New York Knicks,USA,3.2,2.9,0.6
damjan-rudez,Indiana Pacers,Croatia,3.3,0.6,0.6
john-rudometkin,New York Knicks,USA,6.3,3.1,0.5
michael-ruffin,Washington Wizards,USA,1.7,3.9,0.6
trevor-ruffin,Philadelphia 76ers,USA,9.2,1.4,2.9
paul-ruffner,LA Clippers,USA,2.1,0.9,0.2
joe-ruklick,Golden State Warriors,USA,3.5,2.5,0.4
jeff-ruland,Washington Wizards,USA,17.4,10.2,3.0
bob-rule,Oklahoma City Thunder,USA,17.4,8.3,1.5
jerry-rullo,Golden State Warriors,USA,2.9,,0.7
rayan-rupert,Portland Trail Blazers,France,3.0,1.3,0.5
stefano-rusconi,Phoenix Suns,Italy,1.1,0.9,0.4
brandon-rush,Indiana Pacers,USA,6.8,2.9,1.0
kareem-rush,Los Angeles Lakers,USA,6.4,1.7,1.0
bill-russell,Boston Celtics,USA,15.1,22.5,4.3
bryon-russell,Utah Jazz,USA,7.9,3.5,1.3
campy-russell,Cleveland Cavaliers,USA,15.8,4.8,3.0
cazzie-russell,New York Knicks,USA,15.1,3.8,2.2
dangelo-russell,Brooklyn Nets,USA,12.6,2.8,5.1
frank-russell,Chicago Bulls,USA,3.2,0.7,0.7
walker-russell,Detroit Pistons,USA,3.0,1.2,2.3
walker-russell,Detroit Pistons,USA,3.0,0.9,2.1
matt-ryan,New York Knicks,USA,1.5,0.4,0.2
arvydas-sabonis,Portland Trail Blazers,Lithuania,12.0,7.3,2.1
domantas-sabonis,Sacramento Kings,Lithuania,19.1,13.9,6.0
robert-sacre,Los Angeles Lakers,Canada,4.2,3.1,0.7
ed-sadowski,Golden State Warriors,USA,15.6,,1.8
kenny-sailors,Providence Steamrollers,USA,12.6,2.0,2.8
tidjane-salaün,Charlotte Hornets,France,5.9,4.7,1.2
john-salley,Detroit Pistons,USA,7.0,4.5,1.2
john-salmons,Sacramento Kings,USA,9.3,2.9,2.4
kevin-salvadori,Sacramento Kings,USA,1.1,1.2,0.3
soumaila-samake,Brooklyn Nets,Mali,1.4,1.6,0.1
luka-samanic,Utah Jazz,Croatia,4.5,2.4,0.6
cheikh-samb,LA Clippers,Senegal,1.0,1.4,0.0
brandon-sampson,Chicago Bulls,USA,5.1,1.1,0.7
jakarr-sampson,Philadelphia 76ers,USA,5.2,2.7,0.7
jamal-sampson,Charlotte Hornets,USA,2.0,3.4,0.4
ralph-sampson,Houston Rockets,USA,15.4,8.8,2.3
samardo-samuels,Cleveland Cavaliers,Jamaica,5.9,3.4,0.4
jermaine-samuels-jr,Houston Rockets,USA,1.4,0.9,0.2
pepe-sanchez,Philadelphia 76ers,Argentina,0.5,0.6,1.3
frankie-sanders,Boston Celtics,USA,5.1,1.9,1.0
jeff-sanders,Chicago Bulls,USA,2.0,1.9,0.5
larry-sanders,Milwaukee Bucks,USA,6.4,5.7,0.7
melvin-sanders,San Antonio Spurs,USA,2.6,1.4,0.2
mike-sanders,Phoenix Suns,USA,8.0,3.0,1.4
thomas-sanders,Boston Celtics,USA,9.6,6.3,1.1
adama-sanogo,Chicago Bulls,Mali,2.0,1.5,0.3
daniel-santiago,Milwaukee Bucks,Puerto Rico,3.4,2.1,0.3
bob-santini,New York Knicks,USA,2.8,0.8,0.3
gui-santos,Golden State Warriors,Brazil,4.1,3.1,1.4
wayne-sappleton,Brooklyn Nets,USA,2.9,2.3,0.2
alex-sarr,Washington Wizards,France,13.0,6.5,2.4
olivier-sarr,Oklahoma City Thunder,France,4.8,3.5,0.5
jason-sasser,Memphis Grizzlies,USA,2.1,1.1,0.3
jeryl-sasser,Orlando Magic,USA,2.5,2.3,0.8
marcus-sasser,Detroit Pistons,USA,6.6,1.2,2.3
tomas-satoransky,Washington Wizards,Czech Republic,6.9,2.9,4.1
kenny-satterfield,Denver Nuggets,USA,4.3,1.3,2.3
frank-saul,Los Angeles Lakers,USA,5.6,2.0,1.6
woody-sauldsberry,Golden State Warriors,USA,10.7,7.8,1.1
fred-saunders,Boston Celtics,USA,5.3,3.0,1.1
don-savage,Philadelphia 76ers,USA,3.2,1.8,0.8
predrag-savovic,Denver Nuggets,Serbia,3.1,0.9,0.8
alan-sawyer,Washington Capitols,USA,6.6,3.8,0.8
brian-scalabrine,Boston Celtics,USA,3.1,2.0,0.8
alex-scales,San Antonio Spurs,USA,0.0,0.0,0.0
dewayne-scales,New York Knicks,USA,4.6,2.9,0.2
frank-schade,Sacramento Kings,USA,1.1,0.7,1.1
ben-schadler,Chicago Stags,USA,1.5,,0.2
herm-schaefer,Los Angeles Lakers,USA,7.6,,3.2
bob-schafer,Atlanta Hawks,USA,4.1,1.3,1.0
jordan-schakel,Washington Wizards,USA,1.3,1.3,0.2
ben-scharnus,Cleveland Rebels,USA,2.0,,0.4
marv-schatzman,Baltimore Bullets,USA,3.4,,1.1
fred-schaus,Detroit Pistons,USA,12.2,6.0,2.9
dan-schayes,Denver Nuggets,USA,7.7,5.0,1.1
dolph-schayes,Philadelphia 76ers,USA,18.5,12.1,3.1
ossie-schectman,New York Knicks,USA,8.1,,2.0
steve-scheffler,Oklahoma City Thunder,USA,1.9,1.0,0.1
tom-scheffler,Portland Trail Blazers,USA,1.3,1.9,0.3
baylor-scheierman,Boston Celtics,USA,3.6,2.1,1.1
dave-schellhase,Chicago Bulls,USA,2.8,1.0,0.8
luke-schenscher,Chicago Bulls,USA,1.8,1.7,0.3
herb-scherer,Atlanta Hawks,USA,3.6,2.4,0.7
dwayne-schintzius,Brooklyn Nets,USA,2.7,2.5,0.4
dale-schlueter,Portland Trail Blazers,USA,5.3,5.2,1.6
otto-schnellbacher,Providence Steamrollers,USA,6.4,,1.5
dick-schnittker,Los Angeles Lakers,USA,8.3,3.8,1.3
russ-schoene,Oklahoma City Thunder,USA,5.1,2.5,0.6
admiral-schofield,Orlando Magic,United Kingdom,3.3,1.6,0.6
dave-scholz,Philadelphia 76ers,USA,2.0,0.0,0.0
milt-schoon,Sheboygan Redskins,USA,6.0,,0.9
detlef-schrempf,Oklahoma City Thunder,USA,13.9,6.2,3.4
dennis-schröder,Detroit Pistons,Germany,13.1,2.6,5.4
howie-schultz,Los Angeles Lakers,USA,5.3,3.1,1.7
dick-schulz,Washington Capitols,USA,5.6,,1.0
john-schweitz,Oklahoma City Thunder,USA,2.6,1.0,0.8
luis-scola,Houston Rockets,Argentina,12.0,6.7,1.6
freddie-scolari,Washington Capitols,USA,11.3,2.7,2.6
alvin-scott,Phoenix Suns,USA,4.9,3.2,1.4
brent-scott,Indiana Pacers,USA,1.2,0.6,0.2
byron-scott,Los Angeles Lakers,USA,14.1,2.8,2.5
charlie-scott,Phoenix Suns,USA,17.9,3.6,4.8
dennis-scott,Orlando Magic,USA,12.9,2.8,2.1
james-scott,Miami Heat,USA,0.1,0.8,0.4
mike-scott,Atlanta Hawks,USA,6.7,3.1,0.9
ray-scott,Detroit Pistons,USA,14.9,10.5,2.4
shawnelle-scott,Cleveland Cavaliers,USA,1.8,2.2,0.2
trevon-scott,Cleveland Cavaliers,USA,3.0,1.0,0.0
jay-scrubb,Orlando Magic,USA,4.0,1.5,0.4
carey-scurry,Utah Jazz,USA,4.7,2.9,1.1
dereon-seabron,Detroit Pistons,USA,1.6,0.7,0.5
bruce-seals,Oklahoma City Thunder,USA,10.3,4.6,1.2
shea-seals,Los Angeles Lakers,USA,1.0,1.0,0.0
malik-sealy,LA Clippers,USA,10.1,3.2,1.7
ed-searcy,Boston Celtics,USA,1.5,0.0,0.3
ken-sears,New York Knicks,USA,13.9,7.8,1.6
wayne-see,Waterloo Hawks,USA,5.2,,2.3
thabo-sefolosha,Oklahoma City Thunder,Switzerland,5.7,3.7,1.4
rony-seikaly,Miami Heat,USA,14.7,9.5,1.3
glen-selbo,Sheboygan Redskins,USA,3.2,,1.8
josh-selby,Memphis Grizzlies,USA,2.2,0.5,0.9
wayne-selden,New York Knicks,USA,7.2,2.0,1.5
brad-sellers,Chicago Bulls,USA,6.3,2.7,1.1
phil-sellers,Detroit Pistons,USA,4.5,0.9,0.6
rollie-seltz,Anderson Packers,USA,7.8,,1.9
frank-selvy,Los Angeles Lakers,USA,10.8,3.7,2.8
jim-seminoff,Boston Celtics,USA,6.5,,2.7
mouhamed-sene,Oklahoma City Thunder,Senegal,2.2,1.6,0.0
george-senesky,Golden State Warriors,USA,7.2,3.5,3.2
alperen-sengun,Houston Rockets,Turkey,19.1,10.3,4.9
brice-sensabaugh,Utah Jazz,USA,10.9,3.0,1.5
kevin-seraphin,Washington Wizards,France,5.9,3.5,0.6
ansu-sesay,Oklahoma City Thunder,USA,3.2,1.8,0.5
ramon-sessions,Charlotte Hornets,USA,10.3,2.7,4.1
tom-sewell,Washington Wizards,USA,1.0,0.2,0.3
collin-sexton,Utah Jazz,USA,18.4,2.7,4.2
paul-seymour,Philadelphia 76ers,USA,9.4,3.1,3.8
nick-shaback,Cleveland Rebels,USA,4.6,,0.5
charles-shackleford,Brooklyn Nets,USA,5.4,4.8,0.6
carl-shaeffer,Indianapolis Olympians,USA,3.1,1.0,0.9
lee-shaffer,Philadelphia 76ers,USA,16.8,6.3,1.2
mustafa-shakur,Washington Wizards,USA,2.1,0.9,1.2
landry-shamet,New York Knicks,USA,5.7,1.2,0.5
god-shammgod,Washington Wizards,USA,3.1,0.4,1.8
earl-shannon,Providence Steamrollers,USA,8.6,,1.3
howie-shannon,Boston Celtics,USA,10.8,,2.5
terrence-shannon-jr,Minnesota Timberwolves,USA,4.3,1.5,1.0
charlie-share,Atlanta Hawks,USA,8.3,8.4,1.4
bill-sharman,Boston Celtics,USA,17.8,3.9,3.0
dayron-sharpe,Brooklyn Nets,USA,7.9,6.6,1.8
shaedon-sharpe,Portland Trail Blazers,Canada,18.5,4.5,2.8
walter-sharpe,Detroit Pistons,USA,1.0,0.4,0.0
john-shasky,Miami Heat,USA,3.8,2.8,0.3
ron-shavlik,New York Knicks,USA,1.3,2.9,0.0
brian-shaw,Los Angeles Lakers,USA,6.9,3.4,4.2
casey-shaw,Philadelphia 76ers,USA,0.2,0.3,0.0
marial-shayok,Philadelphia 76ers,Canada,2.8,1.8,0.3
bob-shea,Providence Steamrollers,USA,2.2,,0.1
jamal-shead,Toronto Raptors,USA,7.1,1.5,4.2
fred-sheffield,Golden State Warriors,USA,3.4,,0.2
craig-shelton,Atlanta Hawks,USA,4.1,2.4,0.5
lonnie-shelton,Oklahoma City Thunder,USA,12.0,6.1,2.2
tornike-shengelia,Brooklyn Nets,Georgia,1.3,0.9,0.4
ben-sheppard,Indiana Pacers,USA,5.3,2.8,1.3
jeff-sheppard,Atlanta Hawks,USA,2.2,1.2,0.9
reed-sheppard,Houston Rockets,USA,4.4,1.5,1.4
steve-sheppard,Chicago Bulls,USA,3.5,1.7,0.6
edmund-sherod,New York Knicks,USA,6.2,2.3,4.9
charlie-shipp,Waterloo Hawks,USA,4.7,,2.0
paul-shirley,Phoenix Suns,USA,1.8,1.1,0.4
gene-short,New York Knicks,USA,2.5,1.4,0.3
purvis-short,Golden State Warriors,USA,17.3,4.3,2.5
dexter-shouse,Philadelphia 76ers,USA,0.0,0.0,0.7
dick-shrider,New York Knicks,USA,0.3,,0.5
gene-shue,Detroit Pistons,USA,14.4,4.1,3.7
john-shumate,LA Clippers,USA,12.3,7.5,1.8
iman-shumpert,New York Knicks,USA,7.2,3.3,1.8
alexey-shved,Minnesota Timberwolves,Russia,7.4,2.0,2.5
pascal-siakam,Indiana Pacers,Cameroon,20.2,6.9,3.4
jordan-sibert,Atlanta Hawks,USA,3.0,0.0,0.0
sam-sibert,Sacramento Kings,USA,2.4,0.8,0.0
mark-sibley,Portland Trail Blazers,USA,1.6,0.9,0.5
jerry-sichting,Indiana Pacers,USA,6.9,1.4,3.3
larry-siegfried,Boston Celtics,USA,10.8,2.8,3.5
ralph-siewert,Toronto Huskies,USA,1.0,,0.2
jack-sikma,Oklahoma City Thunder,USA,15.6,9.8,3.2
james-silas,San Antonio Spurs,USA,14.2,2.1,3.4
paul-silas,Atlanta Hawks,USA,9.4,9.9,2.1
xavier-silas,Philadelphia 76ers,USA,2.8,1.5,0.8
garret-siler,Phoenix Suns,USA,2.1,1.3,0.1
mike-silliman,LA Clippers,USA,2.5,1.7,0.6
chris-silva,Dallas Mavericks,Gabon,2.8,2.7,0.5
wayne-simien,Miami Heat,USA,3.3,1.9,0.2
ben-simmons,LA Clippers,Australia,5.0,4.7,5.6
bobby-simmons,LA Clippers,USA,9.0,3.8,1.5
cedric-simmons,New Orleans Pelicans,USA,2.2,1.9,0.2
connie-simmons,New York Knicks,USA,9.8,6.2,1.6
johnny-simmons,Boston Celtics,USA,5.3,,0.5
jonathon-simmons,San Antonio Spurs,USA,8.3,2.4,1.9
kobi-simmons,Memphis Grizzlies,USA,5.3,1.5,2.0
lionel-simmons,Sacramento Kings,USA,12.8,6.2,3.3
miles-simon,Orlando Magic,USA,0.4,0.4,0.0
marko-simonovic,Chicago Bulls,Montenegro,1.4,0.8,0.0
anfernee-simons,Portland Trail Blazers,USA,19.3,2.7,4.8
dickey-simpkins,Chicago Bulls,USA,4.2,3.6,0.9
diamon-simpson,Houston Rockets,USA,,,
kj-simpson,Charlotte Hornets,USA,7.8,3.0,3.1
ralph-simpson,Detroit Pistons,USA,8.4,2.0,2.2
zavier-simpson,Memphis Grizzlies,USA,7.8,3.7,5.0
alvin-sims,Phoenix Suns,USA,2.8,1.0,1.3
bob-sims,Atlanta Hawks,USA,7.8,2.8,2.4
courtney-sims,Indiana Pacers,USA,1.2,1.2,0.2
doug-sims,Sacramento Kings,USA,1.0,1.0,0.0
henry-sims,Philadelphia 76ers,USA,7.6,5.0,1.0
jaylen-sims,Charlotte Hornets,USA,7.0,1.0,2.0
jericho-sims,Milwaukee Bucks,USA,1.8,3.7,0.6
scott-sims,San Antonio Spurs,USA,2.5,1.1,1.7
kyle-singler,Detroit Pistons,USA,6.5,2.9,0.8
sean-singletary,Charlotte Hornets,USA,2.4,0.9,0.8
chris-singleton,Washington Wizards,USA,4.1,3.2,0.6
james-singleton,LA Clippers,USA,3.9,3.7,0.4
mckinley-singleton,New York Knicks,USA,2.0,0.0,0.5
zeke-sinicola,Detroit Pistons,USA,1.1,0.2,0.3
deividas-sirvydis,Indiana Pacers,Lithuania,1.9,1.5,0.3
charlie-sitton,Dallas Mavericks,USA,2.1,1.4,0.6
peyton-siva,Detroit Pistons,USA,2.3,0.6,1.4
dmytro-skapintsev,Boston Celtics,Ukraine,0.0,0.0,0.0
scott-skiles,Orlando Magic,USA,11.1,2.5,6.5
al-skinner,Brooklyn Nets,USA,9.3,3.3,2.6
brian-skinner,LA Clippers,USA,4.7,4.7,0.5
talvin-skinner,Oklahoma City Thunder,USA,4.6,4.2,1.0
whitey-skoog,Los Angeles Lakers,USA,8.2,3.3,2.6
jeff-slade,Washington Wizards,USA,1.3,2.3,0.0
reggie-slater,Toronto Raptors,USA,5.6,3.0,0.6
jim-slaughter,Baltimore Bullets,USA,5.3,5.3,0.9
jose-slaughter,Indiana Pacers,USA,3.6,1.1,0.8
jalen-slawson,Orlando Magic,USA,0.7,0.6,0.2
tamar-slay,Brooklyn Nets,USA,2.6,1.1,0.5
donald-sloan,Indiana Pacers,USA,5.5,2.1,3.0
jerry-sloan,Chicago Bulls,USA,14.0,7.4,2.5
uros-slokar,Toronto Raptors,Slovenia,1.9,0.7,0.1
tom-sluby,Dallas Mavericks,USA,2.4,0.4,0.5
alen-smailagic,Golden State Warriors,Serbia,3.0,1.5,0.6
javonte-smart,Orlando Magic,USA,2.8,1.3,0.9
keith-smart,San Antonio Spurs,USA,1.0,0.5,1.0
marcus-smart,Washington Wizards,USA,9.0,2.1,3.2
belus-smawley,St. Louis Bombers,USA,12.7,2.8,2.3
jack-smiley,Detroit Pistons,USA,6.2,,2.5
adrian-smith,Sacramento Kings,USA,11.8,2.2,2.4
bill-smith,Portland Trail Blazers,USA,6.8,4.8,0.7
bill-smith,New York Knicks,USA,2.6,1.8,0.8
bingo-smith,Cleveland Cavaliers,USA,12.6,4.2,2.0
bobby-smith,Los Angeles Lakers,USA,2.8,2.5,1.1
charles-smith,LA Clippers,USA,14.4,5.8,1.4
charles-smith,San Antonio Spurs,USA,5.1,1.4,0.9
charles-smith,Boston Celtics,USA,2.5,1.0,1.6
chris-smith,Minnesota Timberwolves,USA,5.1,1.3,2.8
chris-smith,New York Knicks,USA,0.0,0.0,0.0
clinton-smith,Golden State Warriors,USA,2.9,1.3,1.1
craig-smith,Minnesota Timberwolves,USA,7.6,3.9,0.8
deb-smith,St. Louis Bombers,USA,1.5,,0.1
derek-smith,LA Clippers,USA,12.8,3.2,2.1
don-smith,Philadelphia 76ers,USA,5.2,0.6,0.9
donald-smith,Los Angeles Lakers,USA,0.8,,0.3
donta-smith,Atlanta Hawks,USA,2.7,1.1,0.8
doug-smith,Dallas Mavericks,USA,8.0,4.2,1.4
dru-smith,Miami Heat,USA,6.2,2.6,1.6
ed-smith,New York Knicks,USA,2.5,2.4,0.8
elmore-smith,Los Angeles Lakers,USA,13.4,10.6,1.4
garfield-smith,Boston Celtics,USA,2.7,2.1,0.3
greg-smith,Milwaukee Bucks,USA,7.8,6.2,1.8
greg-smith,Houston Rockets,USA,4.0,3.3,0.3
ish-smith,Charlotte Hornets,USA,7.1,2.4,3.8
jr-smith,Denver Nuggets,USA,12.4,3.1,2.1
jabari-smith,Sacramento Kings,USA,3.0,1.6,0.6
jalen-smith,Chicago Bulls,USA,8.2,5.6,1.0
jason-smith,New Orleans Pelicans,USA,6.1,3.4,0.7
jerry-smith,Brooklyn Nets,USA,1.4,1.4,0.8
jim-smith,LA Clippers,USA,2.9,2.5,0.6
joe-smith,Minnesota Timberwolves,USA,10.9,6.4,1.0
josh-smith,Atlanta Hawks,USA,14.5,7.4,3.1
keith-smith,Milwaukee Bucks,USA,3.3,0.8,1.0
kenny-smith,Houston Rockets,USA,12.8,2.0,5.5
labradford-smith,Washington Wizards,USA,6.7,1.5,2.2
larry-smith,Golden State Warriors,USA,6.7,9.2,1.1
leon-smith,Atlanta Hawks,USA,2.2,2.2,0.2
michael-smith,Sacramento Kings,USA,5.6,7.1,1.5
michael-smith,Boston Celtics,USA,5.0,1.5,1.0
mike-smith,Washington Wizards,USA,3.0,1.3,0.6
nolan-smith,Portland Trail Blazers,USA,3.3,1.0,1.2
otis-smith,Orlando Magic,USA,10.5,3.8,1.8
phil-smith,Golden State Warriors,USA,15.1,3.0,3.9
randy-smith,LA Clippers,USA,16.7,3.7,4.6
reggie-smith,Portland Trail Blazers,USA,1.5,1.8,0.1
robert-smith,Denver Nuggets,USA,5.0,1.3,1.8
russ-smith,Memphis Grizzlies,USA,2.0,0.6,0.7
sammy-smith,Chicago Bulls,USA,6.8,1.4,1.3
steven-smith,Atlanta Hawks,USA,14.3,3.2,3.1
steven-smith,Philadelphia 76ers,USA,0.6,0.8,0.0
stevin-smith,Dallas Mavericks,USA,1.8,1.3,0.5
terquavion-smith,Philadelphia 76ers,USA,3.3,0.3,0.8
theron-smith,Charlotte Hornets,USA,2.8,3.0,0.7
tolu-smith,Detroit Pistons,USA,14.0,8.0,0.0
tony-smith,Los Angeles Lakers,USA,5.5,1.6,1.9
tyler-smith,Milwaukee Bucks,USA,2.9,1.1,0.2
willie-smith,Cleveland Cavaliers,USA,4.6,1.7,3.6
zhaire-smith,Philadelphia 76ers,USA,3.7,1.2,0.9
dennis-smith-jr,Brooklyn Nets,USA,9.7,3.0,4.2
jabari-smith-jr,Houston Rockets,USA,12.2,7.0,1.1
nick-smith-jr,Charlotte Hornets,USA,9.9,2.1,2.4
rik-smits,Indiana Pacers,USA,14.8,6.1,1.4
mike-smrek,Los Angeles Lakers,USA,2.9,2.2,0.3
joe-smyth,Baltimore Bullets,USA,3.3,2.5,1.2
xavier-sneed,Charlotte Hornets,USA,1.7,0.8,0.5
tony-snell,New Orleans Pelicans,USA,6.1,2.3,1.1
eric-snow,Philadelphia 76ers,USA,6.8,2.5,5.0
dick-snyder,Oklahoma City Thunder,USA,12.2,2.8,2.9
kirk-snyder,New Orleans Pelicans,USA,6.3,2.3,1.1
george-sobek,Sheboygan Redskins,USA,5.8,,1.6
ricky-sobers,Chicago Bulls,USA,13.3,2.6,4.3
ron-sobie,New York Knicks,USA,8.4,4.1,1.8
jeremy-sochan,San Antonio Spurs,Poland,11.4,6.5,2.4
mike-sojourner,Atlanta Hawks,USA,8.7,6.5,0.9
will-solomon,Memphis Grizzlies,USA,5.1,1.1,2.0
willie-somerset,Washington Wizards,USA,5.6,1.9,1.1
darius-songaila,Washington Wizards,Lithuania,6.9,3.4,1.2
dave-sorenson,Cleveland Cavaliers,USA,8.1,4.7,1.3
james-southerland,New Orleans Pelicans,USA,3.5,2.0,0.0
gino-sovran,Toronto Huskies,USA,1.8,,0.2
pape-sow,Toronto Raptors,Senegal,2.9,2.8,0.2
ray-spalding,Phoenix Suns,USA,3.6,3.3,0.3
jim-spanarkel,Dallas Mavericks,USA,9.7,2.5,2.2
vassilis-spanoulis,Houston Rockets,Greece,2.7,0.7,0.9
guy-sparrow,New York Knicks,USA,7.8,4.9,0.9
rory-sparrow,New York Knicks,USA,9.0,2.1,5.0
odie-spears,Sacramento Kings,USA,8.7,4.0,1.9
art-spector,Boston Celtics,USA,5.0,,0.8
marreese-speights,Golden State Warriors,USA,7.9,4.1,0.7
omari-spellman,Golden State Warriors,USA,6.8,4.3,1.0
andre-spencer,Sacramento Kings,USA,7.2,3.2,1.0
cam-spencer,Memphis Grizzlies,USA,4.2,1.2,1.4
elmore-spencer,LA Clippers,USA,5.9,3.5,0.7
felton-spencer,Minnesota Timberwolves,USA,5.2,5.4,0.3
pat-spencer,Golden State Warriors,USA,2.5,1.2,1.2
lou-spicer,Providence Steamrollers,USA,0.3,,0.0
craig-spitzer,Chicago Bulls,USA,1.8,2.4,0.0
tiago-splitter,San Antonio Spurs,Brazil,7.9,5.0,1.2
art-spoelstra,Sacramento Kings,USA,7.2,4.6,1.0
latrell-sprewell,Golden State Warriors,USA,18.3,4.1,4.0
larry-spriggs,Los Angeles Lakers,USA,5.2,2.3,1.3
jaden-springer,Utah Jazz,USA,2.5,1.3,0.8
jim-springer,Indianapolis Jets,USA,0.5,,0.0
jim-spruill,Indianapolis Jets,USA,2.0,,0.0
ryan-stack,Cleveland Cavaliers,USA,2.3,1.8,0.2
jerry-stackhouse,Detroit Pistons,USA,16.9,3.2,3.3
kevin-stacom,Boston Celtics,USA,5.1,1.5,1.5
dave-stallworth,New York Knicks,USA,9.3,4.7,1.7
isaac-stallworth,Utah Jazz,USA,7.7,2.8,0.7
ed-stanczak,Anderson Packers,USA,7.8,2.0,1.0
cassius-stanley,Detroit Pistons,USA,2.7,1.2,0.2
terence-stansbury,Indiana Pacers,USA,6.3,1.4,2.0
john-starks,New York Knicks,USA,12.5,2.5,3.6
keith-starr,Chicago Bulls,USA,0.8,0.6,0.4
nik-stauskas,Boston Celtics,Canada,6.7,2.0,1.5
larry-staverman,Sacramento Kings,USA,4.7,3.8,0.9
larry-steele,Portland Trail Blazers,USA,8.2,2.9,2.8
matt-steigenga,Chicago Bulls,USA,1.5,1.5,1.0
vladimir-stepania,Miami Heat,Georgia,4.1,4.4,0.3
dj-stephens,Milwaukee Bucks,USA,2.3,1.3,0.0
everette-stephens,Indiana Pacers,USA,1.9,0.6,1.0
jack-stephens,Atlanta Hawks,USA,10.3,5.2,2.9
joe-stephens,Memphis Grizzlies,USA,3.2,2.0,0.5
lance-stephenson,Indiana Pacers,USA,8.6,4.1,2.9
alex-stepheson,LA Clippers,USA,2.8,3.5,0.3
brook-steppe,Sacramento Kings,USA,5.4,1.4,1.2
barry-stevens,Golden State Warriors,USA,1.0,1.0,0.0
isaiah-stevens,Miami Heat,USA,0.0,0.7,0.0
lamar-stevens,Memphis Grizzlies,USA,4.4,2.2,0.5
wayne-stevens,Sacramento Kings,USA,1.6,2.0,0.5
deshawn-stevenson,Washington Wizards,USA,7.2,2.2,1.6
dj-stewart,Dallas Mavericks,USA,,,
dennis-stewart,Washington Wizards,USA,2.0,1.5,0.5
isaiah-stewart,Detroit Pistons,USA,6.0,5.5,1.7
kebu-stewart,Philadelphia 76ers,USA,2.7,2.1,0.1
larry-stewart,Washington Wizards,USA,7.4,4.0,1.3
michael-stewart,Toronto Raptors,USA,2.2,3.2,0.3
norm-stewart,Atlanta Hawks,USA,2.0,1.0,0.4
greg-stiemsma,Minnesota Timberwolves,USA,3.2,3.3,0.5
steve-stipanovich,Indiana Pacers,USA,13.2,7.8,2.3
bryant-stith,Denver Nuggets,USA,10.1,3.4,2.0
sam-stith,New York Knicks,USA,4.4,1.6,1.9
