Rk,Player,Nation,Pos,Team,Comp,Age,Born,Match,Starts,Min,Goals,Shots,SoT,Assists,CrdY,CrdR,TklW
1642,Nampalys Mendy,SEN,MF,Leicester City,Premier League,30,1992,11,3,420,1,0.43,0.21,0,0,0,0.85
1643,Gideon Mensah,GHA,DF,Auxerre,Ligue 1,24,1998,13,13,1157,0,0.16,0.08,0,0.39,0,1.63
1644,Chris Mepham,WAL,DF,Bournemouth,Premier League,25,1997,18,17,1559,0,0.35,0.12,0,0.29,0,0.69
1645,Alex Meret,ITA,GK,Napoli,Serie A,25,1997,21,21,1890,0,0,0,0,0,0,0
1646,Mikel Merino,ESP,MF,Real Sociedad,La Liga,26,1996,16,15,1285,1,1.68,0.7,0.49,0.28,0,1.75
1647,Quentin Merlin,FRA,DF,Nantes,Ligue 1,20,2002,16,15,1265,0,0.85,0.21,0.07,0.07,0,0.92
1648,Yýldýrým Mert Çetin,TUR,DF,Lecce,Serie A,26,1997,1,1,20,0,0,0,0,0,0,0
1649,Roque Mesa,ESP,MF,Valladolid,La Liga,33,1989,16,14,1068,2,1.43,0.67,0.08,0.42,0,0.67
1650,Illan Meslier,FRA,GK,Leeds United,Premier League,22,2000,21,21,1890,0,0,0,0,0.1,0,0
1651,Lionel Messi,ARG,MFFW,Paris S-G,Ligue 1,35,1987,18,18,1577,10,4.57,1.94,0.57,0,0,0.74
1652,Junior Messias,BRA,FWDF,Milan,Serie A,31,1991,15,11,879,2,1.73,0.71,0.2,0.1,0,0.92
1653,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,31,1991,9,7,566,0,0.63,0,0,0.32,0,1.11
1654,Alexander Meyer,GER,GK,Dortmund,Bundesliga,31,1991,4,4,360,0,0,0,0,0,0,0
1655,Sven Michel,GER,FW,Union Berlin,Bundesliga,32,1990,13,0,264,3,2.07,0.69,0,0.69,0,0.69
1656,Alexander Mighten,ENG,FW,Nott'ham Forest,Premier League,20,2002,1,0,8,0,0,0,0,0,0,0
1657,Tommaso Milanese,ITA,MF,Cremonese,Serie A,20,2002,2,0,27,0,0,0,0,0,0,0
1658,Nikola Milenkovi?,SRB,DF,Fiorentina,Serie A,25,1997,16,14,1288,2,0.84,0.21,0.07,0.14,0,0.98
1659,Arkadiusz Milik,POL,FW,Juventus,Serie A,28,1994,17,10,986,6,2.64,1.45,0.09,0.27,0.09,0.45
1660,Arkadiusz Milik,POL,FW,Marseille,Ligue 1,28,1994,2,2,129,0,0.71,0,0,0.71,0,0.71
1661,Sergej Milinkovi?-Savi?,SRB,MF,Lazio,Serie A,27,1995,21,20,1746,4,1.7,0.46,0.41,0.36,0,1.13
1662,Vanja Milinkovi?-Savi?,SRB,GK,Torino,Serie A,25,1997,22,22,1980,0,0,0,0,0.09,0,0.05
1663,Éder Militão,BRA,DF,Real Madrid,La Liga,25,1998,16,14,1218,3,0.89,0.3,0,0.07,0,1.11
1664,Luka Milivojevi?,SRB,MF,Crystal Palace,Premier League,31,1991,11,2,293,0,1.52,0,0,0,0,1.82
1665,Luis Milla,ESP,MF,Getafe,La Liga,28,1994,14,13,1165,0,0.31,0.08,0,0.23,0.08,1.55
1666,Pere Milla,ESP,FWMF,Elche,La Liga,30,1992,19,14,1205,6,1.57,0.3,0.07,0.3,0,0.97
1667,Enzo Millot,FRA,MF,Stuttgart,Bundesliga,20,2002,11,3,354,0,1.54,0.77,0,0.51,0,1.79
1668,James Milner,ENG,DFMF,Liverpool,Premier League,37,1986,14,5,546,0,0.98,0.16,0.16,0.16,0,0.66
1669,Marko Milovanovi?,SRB,FW,Almería,La Liga,19,2003,2,0,15,0,5,0,0,5,0,0
1670,Kim Min-jae,KOR,DF,Napoli,Serie A,26,1996,20,20,1755,2,0.26,0.1,0,0.21,0,1.13
1671,Yerry Mina,COL,DF,Everton,Premier League,28,1994,3,3,234,1,1.15,0.77,0,0.38,0,1.54
1672,Takumi Minamino,JPN,MFFW,Monaco,Ligue 1,28,1995,12,7,480,1,1.89,0.94,0.57,0.38,0,0.94
1673,Tyrone Mings,ENG,DF,Aston Villa,Premier League,29,1993,19,19,1710,0,0.05,0,0.05,0.21,0,0.11
1674,Óscar Mingueza,ESP,DF,Celta Vigo,La Liga,23,1999,16,10,964,0,0.28,0,0,0.19,0,1.4
1675,Rafa Mir,ESP,FW,Sevilla,La Liga,25,1997,14,9,764,3,3.76,1.06,0,0.12,0,0.12
1676,Aleksei Miranchuk,RUS,MF,Torino,Serie A,27,1995,16,14,1162,4,1.86,0.78,0.16,0,0,0.16
1677,Juan Miranda,ESP,DF,Betis,La Liga,23,2000,5,3,272,0,0.67,0.33,0,0,0,1.67
1678,Fabio Miretti,ITA,MFFW,Juventus,Serie A,19,2003,18,9,829,0,1.85,0.54,0.11,0.11,0,0.76
1679,Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,23,1999,20,18,1460,0,0.19,0.06,0.12,0.25,0.06,1.23
1680,Kaoru Mitoma,JPN,FWDF,Brighton,Premier League,25,1997,16,9,930,5,1.84,1.07,0.1,0,0,1.46
1681,Aleksandar Mitrovi?,SRB,FW,Fulham,Premier League,28,1994,19,19,1633,11,4.2,1.33,0.06,0.28,0,0.33
1682,Stefan Mitrovi?,SRB,DF,Getafe,La Liga,32,1990,14,11,1041,0,0.09,0,0,0.26,0,0.26
1683,Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,25,1997,10,4,535,0,0.68,0,0,0.34,0,2.37
1684,Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,34,1989,18,13,1149,1,1.02,0.08,0.08,0.23,0,1.25
1685,Anthony Modeste,FRA,FW,Dortmund,Bundesliga,34,1988,14,7,750,2,2.53,1.08,0.12,0.48,0,0.48
1686,Luka Modri?,CRO,MF,Real Madrid,La Liga,37,1985,19,13,1122,3,1.68,0.32,0.16,0.32,0,0.4
1687,Terem Moffi,NGA,FW,Nice,Ligue 1,23,1999,2,2,162,0,0.56,0.56,0,0,0,0
1688,Terem Moffi,NGA,FW,Lorient,Ligue 1,23,1999,18,17,1386,12,2.14,1.17,0,0.06,0,0.32
1689,Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,25,1997,22,12,1203,5,2.54,0.75,0.15,0,0,0.45
1690,Tobias Mohr,GER,DFMF,Schalke 04,Bundesliga,27,1995,12,8,706,0,1.15,0,0.26,0,0,0.51
1691,Johan Mojica,COL,DF,Villarreal,La Liga,30,1992,9,4,457,0,0.2,0.2,0,0,0,1.76
1692,Johan Mojica,COL,DFMF,Elche,La Liga,30,1992,3,3,270,0,1,0,0,0.67,0,1
1693,Clinton Mola,ENG,DF,Stuttgart,Bundesliga,21,2001,1,0,15,0,0,0,0,5,0,5
1694,Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,24,1998,16,16,1374,0,0.59,0.07,0.07,0.2,0.07,1.37
1695,Salvatore Molina,ITA,DF,Monza,Serie A,31,1992,5,1,229,0,0.4,0,0,0.4,0,2
1696,Florent Mollet,FRA,MFFW,Nantes,Ligue 1,31,1991,3,2,155,0,1.18,0,0,0.59,0,0.59
1697,Florent Mollet,FRA,MF,Schalke 04,Bundesliga,31,1991,9,4,410,1,2.39,0.22,0,0.22,0,0.22
1698,Jon Moncayola,ESP,MFFW,Osasuna,La Liga,24,1998,20,12,1222,0,1.76,0.37,0,0.22,0,1.1
1699,Monchu,ESP,MF,Valladolid,La Liga,23,1999,17,11,997,1,1.26,0.27,0.09,0.45,0,1.44
1700,César Montes,MEX,DF,Espanyol,La Liga,25,1997,5,4,315,0,0.29,0,0,0.57,0,0.57
1701,Daniele Montevago,ITA,FW,Sampdoria,Serie A,19,2003,6,3,231,0,2.69,0.38,0,0.38,0,0
1702,Gonzalo Montiel,ARG,DF,Sevilla,La Liga,26,1997,13,9,801,0,0.45,0.11,0.11,0.45,0.11,0.56
1703,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,26,1996,21,21,1890,0,0,0,0,0,0,0
1704,Martín Montoya,ESP,DF,Betis,La Liga,31,1991,3,3,183,0,0,0,0,0,0,2.5
1705,Kieffer Moore,WAL,FW,Bournemouth,Premier League,30,1992,20,12,1119,4,1.37,0.48,0,0,0,0.89
1706,Andrew Moran,IRL,FW,Brighton,Premier League,19,2003,1,0,12,0,0,0,0,0,0,0
1707,Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,30,1992,20,15,1159,7,3.02,1.4,0.08,0.23,0,0.62
1708,Jon Morcillo,ESP,FWMF,Athletic Club,La Liga,24,1998,9,0,63,0,1.43,0,1.43,0,0,0
1709,Alberto Moreno,ESP,DFFW,Villarreal,La Liga,30,1992,10,7,606,0,1.04,0.15,0,0.6,0,0.3
1710,Álex Moreno,ESP,DF,Aston Villa,Premier League,29,1993,3,1,216,0,2.5,0.42,0,0.42,0,0.83
1711,Álex Moreno,ESP,DF,Betis,La Liga,29,1993,15,15,1350,0,0.87,0.27,0.2,0.07,0,1.47
1712,Diego Moreno,ESP,DF,Osasuna,La Liga,21,2001,5,5,413,0,0.87,0.22,0,0,0,0.87
1713,Gerard Moreno,ESP,FW,Villarreal,La Liga,30,1992,12,11,919,5,2.75,1.18,0.2,0.2,0,0.49
1714,Marlos Moreno,COL,MFDF,Troyes,Ligue 1,26,1996,2,0,13,0,0,0,0,0,0,20
1715,Tete Morente,ESP,MFDF,Elche,La Liga,26,1996,15,9,802,0,1.35,0.34,0,0.34,0,0.67
1716,Ilaix Moriba,GUI,MF,Valencia,La Liga,20,2003,13,6,570,0,2.06,0.63,0.16,0.63,0.16,1.59
1717,Manu Morlanes,ESP,MF,Villarreal,La Liga,24,1999,4,2,158,0,0,0,0,0,0.56,1.11
1718,Manu Morlanes,ESP,MF,Mallorca,La Liga,24,1999,1,0,27,0,0,0,0,0,0,3.33
1719,Nikola Moro,CRO,MF,Bologna,Serie A,24,1998,9,4,418,0,1.09,0.22,0.22,0,0,0.87
1720,Loren Morón,ESP,FW,Betis,La Liga,29,1993,2,0,15,0,0,0,0,5,0,10
1721,Cristhian Mosquera,COL,DF,Valencia,La Liga,18,2004,3,1,145,0,1.25,0,0,0,0,1.25
1722,Dany Mota,POR,FWMF,Monza,Serie A,24,1998,15,11,996,3,1.35,0.36,0,0.09,0,0.36
1723,Lebo Mothiba,RSA,FWMF,Strasbourg,Ligue 1,27,1996,12,1,263,2,2.07,0.69,0,0,0,0
1724,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,18,2004,18,11,949,6,2.76,1.52,0.29,0,0,0.57
1725,Steve Mounié,BEN,FW,Brest,Ligue 1,28,1994,9,6,516,4,4.04,1.23,0,0,0,0.35
1726,Mason Mount,ENG,MFFW,Chelsea,Premier League,24,1999,21,19,1539,3,1.81,0.53,0.12,0.18,0,0.94
1727,Lucas Moura,BRA,MFDF,Tottenham,Premier League,30,1992,8,0,98,0,0.91,0,0,0,0,4.55
1728,Bevic Moussiti-Oko,CGO,FW,Ajaccio,Ligue 1,28,1995,17,7,698,1,2.56,0.9,0,0.13,0,0.13
1729,João Moutinho,POR,MF,Wolves,Premier League,36,1986,20,16,1396,0,0.77,0.06,0.13,0.13,0,1.42
1730,João Moutinho,POR,DFFW,Spezia,Serie A,25,1998,4,0,58,0,0,0,0,0,0,1.67
1731,Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,26,1996,19,13,1161,0,1.24,0.31,0.16,0.39,0,1.71
1732,Divin Mubama,ENG,FW,West Ham,Premier League,18,2004,1,0,4,0,0,0,0,0,0,0
1733,Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,22,2001,3,2,147,0,0.63,0,0,0,0,3.75
1734,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,25,1997,17,10,1007,0,0.89,0.18,0.27,0,0,1.79
1735,Mert Müldür,TUR,DF,Sassuolo,Serie A,23,1999,1,1,6,0,0,0,0,0,0,0
1736,Florian Müller,GER,GK,Stuttgart,Bundesliga,25,1997,19,19,1710,0,0,0,0,0,0,0
1737,Thomas Müller,GER,FWMF,Bayern Munich,Bundesliga,33,1989,13,10,812,4,2.44,1.44,0.44,0,0,0.56
1738,Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,24,1998,4,2,193,0,0.48,0.48,0,0,0,0
1739,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,1996,19,16,1437,3,2,0.63,0.06,0.25,0,0.94
1740,Iker Muniain,ESP,MF,Athletic Club,La Liga,30,1992,18,13,1107,0,1.63,0.33,0.16,0.08,0,0.65
1741,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,25,1997,11,9,756,0,0.36,0.12,0,0,0,1.07
1742,Pablo Muñoz,ESP,MF,Rayo Vallecano,La Liga,19,2003,2,0,12,0,0,0,0,0,0,0
1743,Luis Muriel,COL,FW,Atalanta,Serie A,31,1991,13,6,579,1,1.72,0.47,0.31,0.31,0.31,0.47
1744,Jeison Murillo,COL,DF,Sampdoria,Serie A,30,1992,11,8,685,0,0.13,0,0,0.39,0,1.18
1745,Vedat Muriqi,KVX,FW,Mallorca,La Liga,28,1994,19,19,1654,8,2.34,0.82,0.05,0.22,0.05,0.22
1746,Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,27,1995,22,5,557,1,1.94,0.81,0.16,0,0,0.65
1747,Nicola Murru,ITA,DF,Sampdoria,Serie A,28,1994,9,3,381,0,0.48,0,0,0.48,0,2.38
1748,Yunus Musah,USA,MF,Valencia,La Liga,20,2002,18,17,1391,0,0.97,0.13,0.13,0.45,0,1.55
1749,Jamal Musiala,GER,MFFW,Bayern Munich,Bundesliga,19,2003,19,17,1360,10,2.65,1.19,0.46,0.07,0,0.99
1750,Juan Musso,ARG,GK,Atalanta,Serie A,28,1994,16,16,1357,0,0,0,0,0.07,0,0
1751,Suliman Mustapha,AUT,FWMF,Mainz 05,Bundesliga,21,2001,5,0,68,0,2.5,0,0,1.25,0,2.5
1752,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,28,1994,14,14,1182,0,0,0,0,0,0,0
1753,Enock Mwepu,ZAM,FWMF,Brighton,Premier League,25,1998,6,2,213,0,0.83,0.42,0.42,0,0,2.08
1754,Vitaliy Mykolenko,UKR,DFMF,Everton,Premier League,23,1999,21,21,1778,0,0.35,0.1,0,0.15,0,0.86
1755,Joakim Mæhle,DEN,DFMF,Atalanta,Serie A,25,1997,19,12,1050,2,1.11,0.34,0.09,0.17,0.09,0.94
1756,Obite N'Dicka,FRA,DF,Eint Frankfurt,Bundesliga,23,1999,19,19,1702,0,0.37,0.05,0,0.16,0,0.58
1757,Nathan N'Goumou,FRA,FW,Toulouse,Ligue 1,22,2000,1,1,90,0,0,0,0,0,0,2
1758,Nathan N'Goumou,FRA,FW,M'Gladbach,Bundesliga,22,2000,10,3,304,0,0.59,0.29,0,0,0,0.88
1759,Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,23,1999,14,12,1092,1,0.5,0.17,0,0.08,0,0.91
1760,Nacho,ESP,DF,Real Madrid,La Liga,33,1990,11,5,507,0,0.54,0.18,0,0.36,0,0.71
1761,Nikolas Nartey,DEN,DFMF,Stuttgart,Bundesliga,22,2000,6,4,370,0,0.98,0,0,0.24,0,0.98
1762,Juanjo Narváez,COL,MFFW,Valladolid,La Liga,28,1995,5,1,148,0,1.88,0,0,0,0,0.63
1763,Matija Nastasi?,SRB,DF,Mallorca,La Liga,29,1993,8,6,563,0,0.32,0.16,0,0.16,0,0.63
1764,Roberto Navarro,ESP,MFFW,Real Sociedad,La Liga,20,2002,14,1,314,0,3.43,1.43,0,0.57,0,0.86
1765,Jesús Navas,ESP,DFFW,Sevilla,La Liga,37,1985,17,12,1071,0,0.42,0.17,0,0.25,0,0.59
1766,Keylor Navas,CRC,GK,Nott'ham Forest,Premier League,36,1986,2,2,180,0,0,0,0,0,0,0
1767,Michel Ndary Adopo,FRA,MFDF,Torino,Serie A,22,2000,7,3,245,0,0.74,0,0,0.37,0,0.74
1768,Youssouf Ndayishimiye,BDI,MFDF,Nice,Ligue 1,24,1998,4,2,200,0,0.45,0,0,0.45,0,1.36
1769,Papa Ndiaga Yade,SEN,DFMF,Troyes,Ligue 1,23,2000,8,3,320,0,1.94,0.56,0.28,0.28,0,1.11
1770,Wilfred Ndidi,NGA,MFDF,Leicester City,Premier League,26,1996,15,10,898,0,0.5,0.2,0,0.3,0,2.1
1771,Tanguy Ndombele,FRA,MF,Napoli,Serie A,26,1996,19,6,545,0,2.13,0.16,0,0.49,0,0.49
1772,Álvaro Negredo,ESP,FW,Cádiz,La Liga,37,1985,14,7,556,1,2.1,0.97,0.32,0,0,0.65
1773,Reiss Nelson,ENG,FW,Arsenal,Premier League,23,1999,2,0,65,2,4.29,4.29,1.43,0,0,0
1774,Ilija Nestorovski,MKD,FWMF,Udinese,Serie A,32,1990,10,0,115,1,2.31,0.77,0.77,1.54,0,0
1775,Neto,BRA,GK,Bournemouth,Premier League,33,1989,12,12,1035,0,0,0,0,0.26,0,0
1776,Pedro Neto,POR,FWMF,Wolves,Premier League,22,2000,8,8,599,0,1.64,0.3,0,0.15,0,0.9
1777,Luca Netz,GER,DFFW,M'Gladbach,Bundesliga,19,2003,8,1,144,0,0,0,0.63,0,0,2.5
1778,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,36,1986,12,12,1080,0,0.17,0.08,0,0,0,0
1779,Florian Neuhaus,GER,MF,M'Gladbach,Bundesliga,25,1997,9,6,529,0,1.53,0.34,0,0,0,0.17
1780,Rúben Neves,POR,MF,Wolves,Premier League,25,1997,21,21,1890,5,1.9,0.38,0,0.33,0,1.19
1781,Neymar,BRA,MFFW,Paris S-G,Ligue 1,31,1992,19,17,1495,12,2.05,1.02,0.6,0.36,0.06,0.84
1782,Jessic Ngankam,GER,MFFW,Hertha BSC,Bundesliga,22,2000,4,0,147,0,3.13,1.25,0,0,0,0.63
1783,Cyril Ngonge,BEL,FWMF,Hellas Verona,Serie A,22,2000,2,1,85,1,6.67,3.33,0,0,0,1.11
1784,Moussa Niakhate,FRA,DF,Nott'ham Forest,Premier League,26,1996,2,2,160,0,1.67,1.11,0,0,0,0
1785,Ibrahima Niane,SEN,FW,Angers,Ligue 1,23,1999,1,1,70,0,2.5,2.5,0,0,0,0
1786,M'Baye Niang,SEN,FW,Auxerre,Ligue 1,28,1994,17,13,1037,3,1.91,0.43,0,0.17,0.17,0.43
1787,Tanguy Nianzou,FRA,DF,Sevilla,La Liga,20,2002,13,11,910,1,0.4,0.1,0,0.1,0.1,0.89
1788,Rasmus Nicolaisen,DEN,DF,Toulouse,Ligue 1,25,1997,21,21,1825,0,0.39,0.15,0.1,0.2,0.05,0.74
1789,Hans Nicolussi Caviglia,ITA,MF,Salernitana,Serie A,22,2000,5,4,385,1,0.47,0.23,0,0.23,0,0.93
1790,Florian Niederlechner,GER,FWMF,Augsburg,Bundesliga,32,1990,14,10,910,4,2.77,1.49,0.1,0.1,0,0.5
1791,Florian Niederlechner,GER,FW,Hertha BSC,Bundesliga,32,1990,2,1,97,0,4.55,0.91,0,0.91,0,0
1792,Saúl Ñíguez,ESP,MFDF,Atlético Madrid,La Liga,28,1994,16,6,536,1,1.67,0.83,0.17,1.17,0,2.5
1793,Dimitris Nikolaou,GRE,DF,Spezia,Serie A,24,1998,20,19,1689,0,0.32,0,0,0.32,0.05,1.06
1794,Fernando Niño,ESP,MF,Villarreal,La Liga,22,2000,1,0,12,0,0,0,0,0,0,0
1795,Rasmus Nissen,DEN,DF,Leeds United,Premier League,25,1997,14,13,1133,0,0.56,0.08,0.08,0.32,0,1.59
1796,Justin Njinmah,GER,FW,Dortmund,Bundesliga,22,2000,1,0,22,0,0,0,0,0,0,0
1797,Eddie Nketiah,ENG,FW,Arsenal,Premier League,23,1999,19,7,781,4,3.45,1.49,0,0.11,0,0.92
1798,Christopher Nkunku,FRA,FWMF,RB Leipzig,Bundesliga,25,1997,15,14,1282,12,2.89,1.2,0,0.07,0,0.14
1799,Lukas Nmecha,GER,FW,Wolfsburg,Bundesliga,24,1998,13,10,834,4,2.26,0.75,0,0.32,0,0.32
1800,Diego Noguerol,ESP,FWDF,Valencia,La Liga,20,2002,1,0,10,0,0,0,0,0,0,0
1801,Arnaud Nordin,FRA,FWMF,Montpellier,Ligue 1,24,1998,20,14,1116,4,1.69,0.4,0.08,0.16,0,0.4
1802,Riad Nouri,FRA,MF,Ajaccio,Ligue 1,37,1985,21,12,1213,1,0.96,0.3,0.07,0.22,0,0.74
1803,Hugo Novoa,ESP,DFFW,RB Leipzig,Bundesliga,20,2003,7,2,184,1,1.5,1,0,0,0,1
1804,Randy Ntekja,FRA,FW,Elche,La Liga,25,1997,1,0,20,0,0,0,0,0,0,15
1805,Randy Ntekja,FRA,FWMF,Rayo Vallecano,La Liga,25,1997,10,0,116,0,3.08,0,0,0,0.77,1.54
1806,Alexander Nübel,GER,GK,Monaco,Ligue 1,26,1996,23,23,2070,0,0,0,0,0.09,0,0
1807,Matheus Nunes,POR,MF,Wolves,Premier League,24,1998,19,17,1408,0,1.41,0.38,0.06,0.06,0,1.47
1808,Darwin Núñez,URU,FW,Liverpool,Premier League,23,1999,15,11,989,5,5.55,2.27,0.18,0.09,0.09,0.27
1809,Unai Núñez,ESP,DF,Celta Vigo,La Liga,26,1997,19,19,1710,0,0.42,0.05,0,0.26,0,0.84
1810,Bram Nuytinck,NED,DF,Udinese,Serie A,32,1990,6,3,385,0,0.23,0,0,0.23,0,0.93
1811,Bram Nuytinck,NED,DF,Sampdoria,Serie A,32,1990,6,6,485,0,0.37,0,0,0.19,0,2.78
1812,Ethan Nwaneri,ENG,FW,Arsenal,Premier League,15,2007,1,0,1,0,0,0,0,0,0,0
1813,Gerzino Nyamsi,FRA,DF,Strasbourg,Ligue 1,26,1997,12,12,972,0,0.46,0.09,0,0.28,0.09,0.83
1814,Ørjan Nyland,NOR,GK,RB Leipzig,Bundesliga,32,1990,1,1,90,0,0,0,0,0,0,0
1815,M'Bala Nzola,ANG,FW,Spezia,Serie A,26,1996,18,18,1596,9,2.26,0.85,0.06,0.23,0,0.17
1816,Christian Nørgaard,DEN,MF,Brentford,Premier League,28,1994,12,11,959,1,0.93,0.56,0.19,0.09,0,1.12
1817,Lewis O'Brien,ENG,MF,Nott'ham Forest,Premier League,24,1998,13,6,584,1,1.08,0.31,0,0.31,0,1.38
1818,Pedro Obiang,EQG,MF,Sassuolo,Serie A,30,1992,10,7,560,0,0.81,0,0.16,0.16,0,2.1
1819,Jan Oblak,SVN,GK,Atlético Madrid,La Liga,30,1993,18,18,1592,0,0,0,0,0.06,0,0
1820,Brian Ocampo,URU,MFFW,Cádiz,La Liga,23,1999,17,14,1058,1,1.1,0.17,0.08,0.17,0,1.27
1821,Lucas Ocampos,ARG,FWMF,Sevilla,La Liga,28,1994,7,2,283,0,2.9,0.65,0,0.65,0,0.65
1822,Guillermo Ochoa,MEX,GK,Salernitana,Serie A,37,1985,6,6,540,0,0,0,0,0,0,0
1823,Wilson Odobert,FRA,MFFW,Troyes,Ligue 1,18,2004,20,8,879,3,1.53,0.51,0.2,0,0,0.92
1824,Tim Oermann,GER,DF,Bochum,Bundesliga,19,2003,4,2,194,0,0,0,0,0,0,0.45
1825,Angelo Ogbonna,ITA,DF,West Ham,Premier League,34,1988,7,5,477,0,0.19,0,0,0,0,0.38
1826,Florent Ogier,FRA,DF,Clermont Foot,Ligue 1,33,1989,14,10,944,0,0.19,0,0.1,0.19,0,0.86
1827,David Okereke,NGA,FWMF,Cremonese,Serie A,25,1997,20,17,1444,5,2.25,0.69,0,0.25,0,0.31
1828,Caleb Okoli,ITA,DF,Atalanta,Serie A,21,2001,13,9,845,0,0.53,0.21,0,0.32,0,1.81
1829,Olasagasti,ESP,MFDF,Real Sociedad,La Liga,22,2000,3,0,65,0,4.29,1.43,0,0,0,5.71
1830,Lucas Olaza,URU,DF,Valladolid,La Liga,28,1994,12,9,869,0,0.31,0,0,0.31,0,1.24
1831,Finn Ole Becker,GER,MF,Hoffenheim,Bundesliga,22,2000,2,0,19,0,0,0,0,0,0,0
1832,Mathias Olesen,LUX,MF,Köln,Bundesliga,21,2001,7,4,233,0,0,0,0,0,0,0.77
1833,Michael Olise,FRA,MFFW,Crystal Palace,Premier League,21,2001,21,15,1375,2,1.5,0.33,0.26,0.13,0,1.11
1834,Brian Oliván,ESP,DF,Espanyol,La Liga,28,1994,19,19,1651,0,0.55,0.11,0.27,0.27,0,1.09
1835,Lucas Oliveira Rosa,BRA,DF,Valladolid,La Liga,22,2000,10,7,577,0,0.47,0.16,0,0.16,0,1.41
1836,Mathías Olivera,URU,DF,Napoli,Serie A,25,1997,15,5,531,1,0.34,0.17,0,0.17,0,1.53
1837,Dani Olmo,ESP,MFFW,RB Leipzig,Bundesliga,24,1998,13,10,747,2,3.13,1.08,0.48,0,0,0.84
1838,Robin Olsen,SWE,GK,Aston Villa,Premier League,33,1990,3,2,236,0,0,0,0,0,0,0
1839,Warmed Omari,FRA,DF,Rennes,Ligue 1,22,2000,2,2,172,0,0,0,0,0.53,0.53,0
1840,Jonas Omlin,SUI,GK,Montpellier,Ligue 1,29,1994,14,14,1166,0,0,0,0,0.08,0.08,0
1841,Jonas Omlin,SUI,GK,M'Gladbach,Bundesliga,29,1994,4,4,360,0,0,0,0,0,0,0
1842,Ado Onaiwu,JPN,FW,Toulouse,Ligue 1,27,1995,19,4,610,1,1.32,0.29,0.15,0,0,0.44
1843,Amadou Onana,BEL,MF,Everton,Premier League,21,2001,19,17,1485,1,1.21,0.18,0.06,0.36,0,2
1844,André Onana,CMR,GK,Inter,Serie A,26,1996,13,13,1170,0,0,0,0,0.08,0,0
1845,Jean Onana,CMR,MF,Lens,Ligue 1,23,2000,11,5,357,0,0.75,0,0,0.5,0,2
1846,Karim Onisiwo,AUT,FWMF,Mainz 05,Bundesliga,30,1992,20,20,1741,8,2.59,1.19,0.05,0.16,0,0.36
1847,Josh Onomah,ENG,MF,Fulham,Premier League,25,1997,2,0,15,0,0,0,0,0,0,0
1848,Paul Onuachu,NGA,FW,Southampton,Premier League,28,1994,2,1,118,0,0.77,0.77,0,0,0,0
1849,Frank Onyeka,NGA,MF,Brentford,Premier League,25,1998,12,4,442,0,0.61,0.2,0.2,0,0,1.84
1850,Loïs Openda,BEL,FW,Lens,Ligue 1,22,2000,22,16,1355,9,3.44,1.66,0.07,0.07,0,0.26
1851,Willi Orban,HUN,DF,RB Leipzig,Bundesliga,30,1992,19,19,1710,3,0.89,0.32,0,0.05,0,1.32
1852,Ivan Ordets,UKR,DF,Bochum,Bundesliga,30,1992,18,16,1396,0,0.32,0,0,0.19,0,0.84
1853,Divock Origi,BEL,FW,Milan,Serie A,27,1995,15,5,566,2,2.7,1.27,0.16,0.16,0,0.32
1854,Aimar Oroz,ESP,MFFW,Osasuna,La Liga,21,2001,16,11,975,3,1.11,0.37,0.09,0.28,0,0.56
1855,Mislav Ori?,CRO,MF,Southampton,Premier League,30,1992,1,0,7,0,0,0,0,0,0,10
1856,Riccardo Orsolini,ITA,FW,Bologna,Serie A,26,1997,18,12,1151,5,3.59,1.09,0.23,0.23,0.08,0.86
1857,Pedro Ortiz,ESP,MF,Sevilla,La Liga,22,2000,1,0,1,0,0,0,0,0,0,0
1858,Jordi Osei-Tutu,ENG,FWDF,Bochum,Bundesliga,24,1998,15,5,521,0,1.72,0.69,0,0.34,0,2.41
1859,Victor Osimhen,NGA,FW,Napoli,Serie A,24,1998,17,16,1401,16,4.42,1.79,0.19,0.13,0,0.06
1860,Patrick Osterhage,GER,MFFW,Bochum,Bundesliga,23,2000,13,3,363,0,0.5,0,0,0,0,1.5
1861,Paulo Otávio,BRA,DF,Wolfsburg,Bundesliga,28,1994,17,17,1423,0,0.89,0.06,0.32,0.38,0,1.84
